"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
65 257 1180 526 1582 5439 67 36 685 170 127 1 492 111 3110
71 267 1236 527 1572 5497 66 27 702 198 89 NA 482 112 3252
94 270 1221 579 1539 5516 47 21 740 256 83 NA 492 110 3339
19 198 1121 479 1751 5524 81 50 717 128 135 1 548 114 3128
85 278 1239 488 1658 5298 51 46 688 178 129 NA 510 118 3169
44 219 1180 492 1496 5515 83 37 760 222 102 NA 540 99 3106
39 239 1268 482 1580 5598 61 36 732 219 107 8 501 122 3086
65 266 1289 510 1403 5455 58 52 698 235 112 2 504 157 3039
52 204 1226 508 1608 5517 54 47 710 91 141 4 525 166 3178
33 251 1297 515 1573 5415 74 45 685 104 110 NA 492 145 3275
81 133 1202 523 1640 5402 59 46 696 200 117 1 486 109 3311
51 248 1207 486 1605 5453 60 59 672 199 114 1 486 114 3170
63 229 1250 495 1507 5357 25 26 694 148 101 1 456 124 3030
53 225 1358 521 1709 5397 29 51 722 199 105 1 502 116 3096
75 231 1320 539 1554 5580 83 55 746 236 103 1 457 138 3063
84 248 1282 542 1557 5461 59 57 687 190 127 1 485 101 3223
68 225 1243 533 1526 5541 72 32 669 146 130 NA 463 127 3101
80 239 1274 514 1696 5748 45 35 751 187 107 1 466 148 3100
44 267 1267 473 1633 5460 63 46 703 119 99 1 518 109 3073
53 225 1254 531 1577 5306 56 55 715 190 105 NA 552 110 3036
63 242 1289 537 1513 5226 40 25 725 242 103 NA 481 134 3334
62 260 1264 567 1608 5508 47 29 690 146 119 1 502 130 3058
77 134 1332 502 1615 5406 52 34 735 137 104 5 480 130 3152
62 235 1178 496 1415 5352 51 43 674 153 97 1 562 140 3359
50 283 1225 545 1631 5413 48 34 740 193 114 1 457 127 3226
100 231 1154 451 1562 5620 62 42 717 283 95 1 489 129 3157
34 213 1258 530 1601 5417 55 46 660 150 120 NA 514 125 3374
59 229 1225 534 1568 5358 75 39 739 127 116 1 440 109 3272
27 188 1132 490 1616 5336 91 28 663 198 128 4 470 120 3327
78 238 1315 520 1533 5345 63 19 659 284 93 NA 523 158 3268
54 245 1260 520 1692 5547 87 40 721 165 115 NA 552 126 3030
54 241 1217 507 1473 5551 70 29 632 229 117 4 479 143 3088
45 213 1239 474 1629 5451 51 39 655 203 121 2 474 138 3042
37 235 1314 531 1523 5368 29 44 762 193 101 1 519 128 3209
87 239 1209 591 1631 5525 33 52 705 144 125 5 482 138 3145
56 202 1251 528 1592 5685 50 37 656 101 102 14 491 134 3081
59 270 1262 510 1545 5513 67 38 663 277 111 1 465 155 3055
72 256 1341 556 1572 5395 71 46 635 231 108 2 465 124 3165
79 265 1165 531 1404 5355 54 30 627 233 119 1 551 120 3193
64 278 1220 548 1532 5368 73 30 652 218 105 2 477 119 3112
46 271 1239 552 1542 5261 90 41 645 242 122 NA 524 140 3121
50 225 1292 479 1579 5523 73 38 673 127 101 1 493 162 3361
91 257 1243 529 1812 5725 45 34 657 158 117 1 459 132 3221
67 235 1313 513 1657 5462 60 39 644 116 126 1 516 111 3171
49 252 1164 469 1401 5304 49 49 679 263 123 1 479 162 2962
93 283 1265 570 1632 5553 57 52 672 308 135 NA 509 141 3303
66 207 1258 523 1547 5455 58 33 655 133 128 4 496 134 3143
61 269 1151 558 1511 5551 87 40 815 181 118 1 509 159 3185
93 254 1241 509 1692 5522 54 38 717 183 109 NA 498 112 3189
54 239 1165 534 1616 5458 45 49 677 127 112 2 576 110 3100
49 106 1217 509 1557 5553 55 40 692 132 123 1 513 164 3221
70 276 1210 553 1516 5467 53 30 620 155 96 1 491 132 3035
76 248 1251 597 1544 5448 70 54 714 220 112 2 508 116 3159
29 235 1356 528 1640 5505 57 34 679 193 111 2 444 172 3178
75 215 1217 594 1642 5445 79 47 718 151 112 3 511 52 3016
79 269 1300 577 1646 5366 69 58 669 242 125 2 529 125 3097
64 260 1145 505 1417 5255 70 36 735 163 111 1 472 131 3109
72 267 1349 502 1496 5403 55 32 566 129 126 9 527 117 3005
78 217 1263 507 1712 5421 61 37 678 246 105 NA 514 95 3181
53 250 1255 590 1531 5475 86 41 699 202 97 NA 511 117 3236
58 269 1214 551 1520 5520 96 54 755 196 114 1 526 142 3286
