"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 19 0.03 NA 0.97 NA 11 3 11 3 100 1.73
"2" "kukd" 139 0 0 1 NA 98 14 98 13 100 1.42
"3" "kuku" 876 0 0 1 NA 589 36 588 36 100 1.49
"4" "pkd" 299 0.01 NA 0.99 NA 257 16 258 16 100 1.16
"5" "pku" 1102 0.02 NA 0.98 NA 961 106 976 67 100 1.15
"6" "pp" 4469 0 0 1 NA 3490 72 3497 77 100 1.28
"7" "tdkd" 12 0.82 NA 0.21 NA 15 4 16 4 100 0.8
"8" "tdku" 18 0.64 NA 0.38 NA 21 6 20 7 100 0.86
"9" "tdp" 325 0.83 NA 0.19 NA 343 20 343 19 100 0.95
"10" "tdtd" 10 1 NA 0.01 NA 17 4 16 4 100 0.59
"11" "tukd" 48 0.74 NA 0.28 NA 53 10 53 7 100 0.91
"12" "tuku" 1 0.46 NA 0.85 NA 1 1 0 0 100 1
"13" "tup" 297 0.68 NA 0.34 NA 307 42 312 27 100 0.97
"14" "tutd" 66 0.56 NA 0.47 NA 66 13 68 12 100 1
"15" "tutu" 2397 0 0 1 NA 1542 75 1547 76 100 1.55
