"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
14 15 13 99 28 441 8 3 184 16 5 0 11 7 9
8 14 12 118 26 427 15 7 179 20 7 0 13 6 8
7 16 14 92 26 435 17 3 166 14 7 0 15 9 9
8 17 15 103 26 431 13 9 148 26 3 NA 8 9 9
11 13 12 88 24 439 13 3 182 11 5 0 13 11 9
13 17 14 94 29 430 11 5 163 10 7 0 7 4 8
13 7 13 105 25 447 11 9 158 14 7 0 14 12 9
5 12 12 112 27 449 14 5 163 18 6 0 14 8 9
9 17 14 89 22 435 7 2 161 21 2 0 12 9 8
9 8 15 83 27 434 9 3 164 18 7 0 8 7 8
8 16 14 97 12 448 16 6 158 20 3 0 15 9 9
10 12 14 97 12 452 17 5 184 31 7 NA 15 13 9
7 14 13 87 23 434 19 6 195 22 7 0 15 9 9
18 15 15 111 27 422 9 5 173 21 2 NA 13 10 9
17 11 14 108 26 428 9 7 166 22 7 NA 13 7 8
14 8 14 116 12 450 6 8 144 18 7 NA 15 11 8
12 14 13 90 25 435 11 3 171 12 3 0 15 9 9
8 15 13 104 27 423 6 9 167 15 3 0 7 9 9
11 5 13 92 26 422 7 8 168 6 7 0 15 7 9
8 7 11 97 27 410 6 5 149 15 3 0 12 10 9
8 11 11 95 27 444 3 4 153 8 7 NA 6 9 9
15 11 13 105 13 430 14 5 161 12 3 0 15 5 9
7 6 14 105 13 442 12 5 167 25 3 NA 15 9 9
13 17 12 105 27 442 7 9 170 13 3 0 15 7 8
11 13 13 108 13 437 11 8 173 19 5 0 14 4 8
8 15 16 108 26 441 11 10 169 14 3 0 13 9 8
17 13 13 101 26 432 3 3 172 7 7 NA 15 4 8
8 15 11 104 28 436 21 5 160 13 3 0 9 10 8
5 15 13 94 24 434 6 7 159 21 3 0 15 11 9
10 13 15 112 28 448 15 6 162 19 3 0 17 5 9
9 8 14 105 26 427 14 3 154 15 6 0 13 9 8
16 11 13 110 27 441 11 6 176 20 5 NA 13 8 9
5 13 13 113 27 453 10 6 161 26 3 0 15 11 9
6 10 13 85 25 439 11 10 171 9 7 NA 13 5 9
22 13 15 100 25 447 4 2 169 15 7 0 15 4 8
9 14 14 92 23 444 10 7 173 13 2 0 15 5 9
7 13 12 86 25 443 7 6 179 23 7 NA 17 8 8
14 16 13 112 23 438 13 2 158 23 7 0 14 7 9
25 17 10 106 24 462 17 7 162 17 3 0 16 6 9
7 15 12 98 23 426 6 6 90 19 7 NA 8 8 9
18 16 14 106 24 441 13 3 155 28 6 NA 14 11 8
13 12 12 99 13 434 13 7 167 23 5 0 7 9 9
6 14 10 50 26 432 7 5 167 13 5 0 8 9 8
9 8 14 95 25 440 8 7 157 25 3 0 13 5 8
13 19 14 92 24 439 15 4 151 20 5 0 14 9 8
15 17 14 104 29 442 6 4 179 15 7 0 15 5 9
15 9 13 99 26 432 6 6 171 12 3 0 13 7 9
12 6 15 95 27 438 15 8 173 18 5 NA 16 11 8
8 15 14 54 13 443 8 7 168 23 7 0 16 6 9
10 7 14 49 25 424 16 9 165 14 5 NA 15 9 9
12 15 15 93 25 441 10 9 181 9 3 NA 14 4 9
10 8 14 94 21 435 5 8 143 16 3 NA 13 3 9
0 17 13 95 13 423 12 4 183 21 2 NA 8 5 9
8 13 14 103 25 447 11 10 171 18 6 0 8 4 9
18 19 16 121 27 439 5 6 163 17 6 0 16 11 9
12 16 14 104 28 442 8 8 175 23 3 0 14 8 9
12 20 12 46 25 422 16 6 158 9 5 NA 8 5 9
10 13 11 101 25 453 8 3 158 18 7 NA 15 7 8
6 17 13 104 27 433 11 8 161 11 6 NA 14 11 9
7 14 12 95 13 430 11 5 174 23 3 NA 7 9 9
9 14 14 101 27 448 11 6 159 21 7 0 7 7 9
6 13 15 89 29 446 18 2 152 21 4 0 15 7 8
13 16 12 99 21 434 14 1 160 15 2 0 14 6 9
10 7 14 102 25 437 9 5 174 16 5 0 12 5 9
12 17 13 112 12 435 16 4 144 21 6 0 15 4 9
17 14 14 100 11 427 8 7 158 11 5 NA 14 4 8
14 15 15 106 27 435 6 9 177 15 7 0 14 11 8
13 15 13 106 27 432 5 5 160 17 2 0 8 4 9
7 6 11 111 23 438 13 8 153 16 3 0 14 10 9
7 15 13 99 25 433 8 8 170 25 5 NA 15 6 8
11 15 14 80 12 450 19 9 164 15 7 NA 13 5 9
14 15 14 106 22 436 12 5 174 16 3 0 15 4 9
16 7 13 107 12 435 6 4 156 22 3 0 16 9 9
12 14 11 95 11 440 14 7 148 17 5 NA 13 9 9
7 17 14 116 22 445 15 8 175 7 7 0 8 10 9
13 17 14 106 28 454 14 5 170 23 7 0 7 4 9
9 19 13 97 23 444 8 7 180 21 4 NA 16 5 9
8 16 14 99 25 434 6 3 168 14 4 0 13 4 9
10 13 13 100 20 450 9 5 172 16 3 NA 17 9 9
19 17 14 95 13 439 4 9 154 15 5 0 8 11 8
13 17 16 85 26 436 7 6 174 9 4 NA 7 8 8
6 14 12 120 25 452 11 9 168 16 6 0 8 9 9
15 19 14 96 27 447 10 9 151 33 7 0 17 11 8
14 8 12 98 20 443 2 7 164 9 7 0 15 4 9
7 16 13 44 24 435 13 6 161 8 7 0 7 4 9
9 11 13 89 25 435 7 5 172 14 5 NA 8 8 9
4 15 15 98 25 435 13 7 167 17 5 0 15 7 9
12 13 11 83 20 460 11 8 163 17 2 0 12 7 9
13 15 15 112 22 441 5 2 152 13 7 0 17 9 9
11 13 14 102 27 445 5 8 155 13 3 0 7 5 9
10 15 11 109 14 456 11 4 167 13 3 NA 13 5 9
16 6 11 97 29 447 17 5 154 18 3 NA 13 4 8
11 15 13 107 12 460 13 2 165 19 5 0 7 8 8
14 13 14 108 23 447 9 6 155 26 5 0 15 7 9
14 16 13 93 12 446 14 3 178 16 7 0 8 5 9
9 12 12 110 24 455 11 3 182 13 3 0 15 5 9
7 14 14 105 25 421 6 7 151 28 7 0 15 11 9
13 15 15 109 28 425 6 8 156 21 5 0 16 4 9
6 15 12 76 28 411 13 3 157 14 7 0 15 3 8
18 15 14 114 15 428 7 9 168 16 3 0 17 5 8
