"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 55 21 51 18 100 3.65
"2" "kukd" 389 0 0 1 NA 203 26 206 19 100 1.92
"3" "kuku" 1804 0 0 1 NA 1009 56 1012 55 100 1.79
"4" "pkd" 878 0 0 1 NA 437 28 438 25 100 2.01
"5" "pku" 1954 0 0 1 NA 1259 71 1258 68 100 1.55
"6" "pp" 16317 0 0 1 NA 4377 104 4378 94 100 3.73
"7" "tdkd" 79 0.1 NA 0.91 NA 54 16 52 14 100 1.46
"8" "tdku" 62 0 0 1 NA 31 9 31 9 100 2
"9" "tdp" 1056 0 0 1 NA 566 33 570 30 100 1.87
"10" "tdtd" 218 0.04 NA 0.96 NA 151 37 155 38 100 1.44
"11" "tukd" 93 0.38 NA 0.63 NA 90 13 90 12 100 1.03
"12" "tuku" 1 0.58 NA 0.74 NA 1 1 1 1 100 1
"13" "tup" 460 0 0 1 NA 378 33 380 24 100 1.22
"14" "tutd" 94 0.67 NA 0.34 NA 98 15 100 13 100 0.96
"15" "tutu" 3387 0 0 1 NA 2334 88 2332 94 100 1.45
