"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 36 0 0 1 NA 12 6 10 4 100 3
"2" "kukd" 95 0 0 1 NA 43 11 44 11 100 2.21
"3" "kuku" 324 0 0 1 NA 133 16 133 15 100 2.44
"4" "pkd" 175 0 0 1 NA 55 10 55 7 100 3.18
"5" "pku" 266 0 0 1 NA 99 16 101 15 100 2.69
"6" "pp" 1883 0 0 1 NA 304 25 301 25 100 6.19
"7" "tdkd" 33 0 0 1 NA 10 5 9 4 100 3.3
"8" "tdku" 15 0 0 1 NA 5 3 5 3 100 3
"9" "tdp" 101 0 0 1 NA 50 9 49 9 100 2.02
"10" "tdtd" 38 0 0 1 NA 18 7 18 7 100 2.11
"11" "tukd" 23 0.04 NA 0.96 NA 14 5 14 4 100 1.64
"12" "tuku" 0 1 NA 0.85 NA 0 1 0 0 100 NA
"13" "tup" 104 0 0 1 NA 45 11 46 10 100 2.31
"14" "tutd" 15 0.17 NA 0.86 NA 10 4 10 4 100 1.5
"15" "tutu" 236 0 0 1 NA 167 17 166 17 100 1.41
