"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 55 17 54 19 100 3.65
"2" "kukd" 389 0 0 1 NA 203 20 203 19 100 1.92
"3" "kuku" 1804 0 0 1 NA 1003 49 1004 47 100 1.8
"4" "pkd" 878 0 0 1 NA 428 36 434 32 100 2.05
"5" "pku" 1954 0 0 1 NA 1257 62 1266 62 100 1.55
"6" "pp" 16317 0 0 1 NA 4397 104 4401 99 100 3.71
"7" "tdkd" 79 0.12 NA 0.88 NA 54 18 52 16 100 1.46
"8" "tdku" 62 0 0 1 NA 34 8 33 9 100 1.82
"9" "tdp" 1056 0 0 1 NA 557 35 556 36 100 1.9
"10" "tdtd" 218 0.0600000000000001 NA 0.95 NA 147 41 147 42 100 1.48
"11" "tukd" 93 0.36 NA 0.67 NA 89 12 87 10 100 1.04
"12" "tuku" 1 0.59 NA 0.7 NA 1 1 1 1 100 1
"13" "tup" 460 0 0 1 NA 380 34 380 30 100 1.21
"14" "tutd" 94 0.53 NA 0.5 NA 95 19 94 16 100 0.99
"15" "tutu" 3387 0 0 1 NA 2358 88 2355 86 100 1.44
