"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 42 17 42 17 100 4.43
"2" "kukd" 314 0 0 1 NA 152 22 150 18 100 2.07
"3" "kuku" 1399 0 0 1 NA 731 43 723 36 100 1.91
"4" "pkd" 734 0 0 1 NA 329 24 326 27 100 2.23
"5" "pku" 1514 0 0 1 NA 904 53 898 50 100 1.67
"6" "pp" 14281 0 0 1 NA 3156 77 3156 90 100 4.53
"7" "tdkd" 73 0.05 NA 0.95 NA 43 16 40 13 100 1.7
"8" "tdku" 46 0 0 1 NA 22 7 21 6 100 2.09
"9" "tdp" 861 0 0 1 NA 380 39 379 27 100 2.27
"10" "tdtd" 168 0.02 NA 0.98 NA 93 32 86 34 100 1.81
"11" "tukd" 63 0.58 NA 0.48 NA 65 11 64 10 100 0.97
"12" "tuku" 1 0.48 NA 0.8 NA 1 1 0 0 100 1
"13" "tup" 316 0.01 NA 0.99 NA 250 40 257 21 100 1.26
"14" "tutd" 61 0.59 NA 0.43 NA 65 12 64 13 100 0.94
"15" "tutu" 2400 0 0 1 NA 1544 68 1546 61 100 1.55
