"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 34 16 32 15 2000 5.29
"2" "kukd" 250 0 0 1 NA 115 19 116 18 2000 2.17
"3" "kuku" 1096 0 0 1 NA 538 36 537 36 2000 2.04
"4" "pkd" 604 0 0 1 NA 247 24 248 22 2000 2.45
"5" "pku" 1185 0 0 1 NA 665 53 667 44 2000 1.78
"6" "pp" 12534 0 0 1 NA 2343 67 2342 68 2000 5.35
"7" "tdkd" 44 0.0965 NA 0.912 NA 28 12 26 10 2000 1.57
"8" "tdku" 35 0.004 NA 0.9985 NA 15 6 15 6 2000 2.33
"9" "tdp" 703 0 0 1 NA 266 23 266 21 2000 2.64
"10" "tdtd" 142 0.00749999999999995 NA 0.993 NA 58 26 54 24 2000 2.45
"11" "tukd" 49 0.38 NA 0.6645 NA 46 9 46 9 2000 1.07
"12" "tuku" 0 1 NA 0.636 NA 1 1 0 0 2000 0
"13" "tup" 235 0.00800000000000001 NA 0.992 NA 185 22 185 18 2000 1.27
"14" "tutd" 48 0.263 NA 0.7655 NA 42 9 42 9 2000 1.14
"15" "tutu" 1805 0 0 1 NA 1076 52 1076 51 2000 1.68
