"group" "motif_type" "counts" "total_count"
"1" "others" 2 61
"1" "others" 3 12
"1" "others" 4 9
"1" "others" 5 7
"1" "others" 6 3
"1" "others" 7 1
"1" "others" 9 2
"1" "others" 10 1
"1" "others" 11 2
"1" "others" 12 1
"1" "others" 13 1
"1" "others" 19 1
"1" "protein_complexes" 2 432
"1" "protein_complexes" 3 83
"1" "protein_complexes" 4 20
"1" "protein_complexes" 5 11
"1" "protein_complexes" 6 3
"1" "protein_complexes" 7 2
"1" "protein_complexes" 8 1
"1" "protein_complexes" 21 1
"1" "regulatory_triplets" 2 179
"1" "regulatory_triplets" 3 38
"1" "regulatory_triplets" 4 6
"1" "regulatory_triplets" 5 8
"1" "regulatory_triplets" 6 4
"1" "regulatory_triplets" 10 2
"1" "signaling_triplets" 2 229
"1" "signaling_triplets" 3 51
"1" "signaling_triplets" 4 12
"1" "signaling_triplets" 5 5
"1" "signaling_triplets" 10 1
"1" "signaling_triplets" 11 1
"1" "signaling_triplets" 25 1
"2" "others" 2 64
"2" "others" 3 19
"2" "others" 4 5
"2" "others" 5 4
"2" "others" 6 6
"2" "others" 7 3
"2" "others" 8 2
"2" "others" 9 1
"2" "others" 11 1
"2" "others" 12 1
"2" "others" 15 1
"2" "others" 16 1
"2" "others" 22 1
"2" "others" 26 1
"2" "protein_complexes" 2 462
"2" "protein_complexes" 3 75
"2" "protein_complexes" 4 27
"2" "protein_complexes" 5 6
"2" "protein_complexes" 7 4
"2" "regulatory_triplets" 2 187
"2" "regulatory_triplets" 3 29
"2" "regulatory_triplets" 4 5
"2" "regulatory_triplets" 5 2
"2" "regulatory_triplets" 6 2
"2" "regulatory_triplets" 8 1
"2" "regulatory_triplets" 11 1
"2" "regulatory_triplets" 21 1
"2" "signaling_triplets" 2 238
"2" "signaling_triplets" 3 51
"2" "signaling_triplets" 4 9
"2" "signaling_triplets" 5 7
"2" "signaling_triplets" 6 1
"2" "signaling_triplets" 7 1
"2" "signaling_triplets" 8 4
"2" "signaling_triplets" 11 1
"3" "others" 2 63
"3" "others" 3 24
"3" "others" 4 6
"3" "others" 5 7
"3" "others" 6 8
"3" "others" 8 1
"3" "others" 9 2
"3" "others" 11 1
"3" "others" 13 1
"3" "others" 14 1
"3" "others" 22 2
"3" "protein_complexes" 2 454
"3" "protein_complexes" 3 71
"3" "protein_complexes" 4 13
"3" "protein_complexes" 5 5
"3" "protein_complexes" 6 2
"3" "protein_complexes" 7 1
"3" "protein_complexes" 8 1
"3" "protein_complexes" 18 1
"3" "regulatory_triplets" 2 179
"3" "regulatory_triplets" 3 36
"3" "regulatory_triplets" 4 11
"3" "regulatory_triplets" 5 5
"3" "regulatory_triplets" 8 1
"3" "regulatory_triplets" 9 1
"3" "regulatory_triplets" 10 1
"3" "signaling_triplets" 2 238
"3" "signaling_triplets" 3 42
"3" "signaling_triplets" 4 6
"3" "signaling_triplets" 5 9
"3" "signaling_triplets" 6 1
"3" "signaling_triplets" 9 2
"3" "signaling_triplets" 10 1
"3" "signaling_triplets" 11 1
"3" "signaling_triplets" 26 1
"4" "others" 2 74
"4" "others" 3 19
"4" "others" 4 6
"4" "others" 5 7
"4" "others" 6 5
"4" "others" 7 2
"4" "others" 8 1
"4" "others" 9 2
"4" "others" 10 2
"4" "others" 13 1
"4" "others" 20 1
"4" "protein_complexes" 2 430
"4" "protein_complexes" 3 83
"4" "protein_complexes" 4 22
"4" "protein_complexes" 5 9
"4" "protein_complexes" 6 2
"4" "protein_complexes" 8 1
"4" "protein_complexes" 13 1
"4" "regulatory_triplets" 2 178
"4" "regulatory_triplets" 3 19
"4" "regulatory_triplets" 4 12
"4" "regulatory_triplets" 5 7
"4" "signaling_triplets" 2 222
"4" "signaling_triplets" 3 48
"4" "signaling_triplets" 4 14
"4" "signaling_triplets" 5 5
"4" "signaling_triplets" 6 5
"4" "signaling_triplets" 9 3
"4" "signaling_triplets" 10 2
"5" "others" 2 67
"5" "others" 3 25
"5" "others" 4 4
"5" "others" 5 5
"5" "others" 6 2
"5" "others" 7 1
"5" "others" 8 4
"5" "others" 9 1
"5" "others" 10 3
"5" "others" 14 1
"5" "others" 19 1
"5" "others" 25 1
"5" "others" 48 1
"5" "protein_complexes" 2 464
"5" "protein_complexes" 3 72
"5" "protein_complexes" 4 21
"5" "protein_complexes" 5 4
"5" "protein_complexes" 6 4
"5" "protein_complexes" 7 1
"5" "regulatory_triplets" 2 197
"5" "regulatory_triplets" 3 20
"5" "regulatory_triplets" 4 13
"5" "regulatory_triplets" 5 2
"5" "regulatory_triplets" 6 2
"5" "regulatory_triplets" 10 1
"5" "signaling_triplets" 2 249
"5" "signaling_triplets" 3 37
"5" "signaling_triplets" 4 16
"5" "signaling_triplets" 5 5
"5" "signaling_triplets" 8 2
"5" "signaling_triplets" 9 1
"5" "signaling_triplets" 11 1
"6" "others" 2 65
"6" "others" 3 17
"6" "others" 4 10
"6" "others" 5 4
"6" "others" 6 3
"6" "others" 7 3
"6" "others" 8 1
"6" "others" 11 1
"6" "others" 12 2
"6" "others" 15 1
"6" "others" 19 1
"6" "others" 22 1
"6" "others" 57 1
"6" "protein_complexes" 2 424
"6" "protein_complexes" 3 63
"6" "protein_complexes" 4 18
"6" "protein_complexes" 5 9
"6" "protein_complexes" 6 2
"6" "protein_complexes" 7 2
"6" "protein_complexes" 8 1
"6" "protein_complexes" 10 1
"6" "protein_complexes" 11 1
"6" "regulatory_triplets" 2 182
"6" "regulatory_triplets" 3 28
"6" "regulatory_triplets" 4 7
"6" "regulatory_triplets" 5 4
"6" "regulatory_triplets" 6 1
"6" "signaling_triplets" 2 235
"6" "signaling_triplets" 3 43
"6" "signaling_triplets" 4 18
"6" "signaling_triplets" 5 6
"6" "signaling_triplets" 6 1
"7" "others" 2 62
"7" "others" 3 16
"7" "others" 4 9
"7" "others" 5 4
"7" "others" 6 3
"7" "others" 7 3
"7" "others" 8 1
"7" "others" 9 2
"7" "others" 11 1
"7" "others" 13 2
"7" "others" 16 1
"7" "others" 26 1
"7" "protein_complexes" 2 382
"7" "protein_complexes" 3 58
"7" "protein_complexes" 4 17
"7" "protein_complexes" 5 7
"7" "protein_complexes" 6 4
"7" "protein_complexes" 8 2
"7" "regulatory_triplets" 2 197
"7" "regulatory_triplets" 3 30
"7" "regulatory_triplets" 4 5
"7" "regulatory_triplets" 5 5
"7" "regulatory_triplets" 6 3
"7" "regulatory_triplets" 8 1
"7" "regulatory_triplets" 9 1
"7" "regulatory_triplets" 10 1
"7" "regulatory_triplets" 12 1
"7" "regulatory_triplets" 13 1
"7" "signaling_triplets" 2 199
"7" "signaling_triplets" 3 46
"7" "signaling_triplets" 4 7
"7" "signaling_triplets" 5 6
"7" "signaling_triplets" 6 4
"7" "signaling_triplets" 10 1
"8" "others" 2 66
"8" "others" 3 19
"8" "others" 4 10
"8" "others" 5 7
"8" "others" 6 2
"8" "others" 7 3
"8" "others" 8 3
"8" "others" 9 2
"8" "others" 12 1
"8" "others" 19 1
"8" "protein_complexes" 2 420
"8" "protein_complexes" 3 58
"8" "protein_complexes" 4 16
"8" "protein_complexes" 5 10
"8" "protein_complexes" 6 4
"8" "protein_complexes" 7 2
"8" "regulatory_triplets" 2 175
"8" "regulatory_triplets" 3 22
"8" "regulatory_triplets" 4 12
"8" "regulatory_triplets" 5 2
"8" "regulatory_triplets" 7 2
"8" "signaling_triplets" 2 239
"8" "signaling_triplets" 3 48
"8" "signaling_triplets" 4 14
"8" "signaling_triplets" 5 2
"8" "signaling_triplets" 6 4
"8" "signaling_triplets" 7 1
"9" "others" 2 61
"9" "others" 3 20
"9" "others" 4 7
"9" "others" 5 7
"9" "others" 6 2
"9" "others" 7 2
"9" "others" 8 1
"9" "others" 10 3
"9" "others" 11 1
"9" "others" 12 1
"9" "others" 18 2
"9" "others" 40 1
"9" "protein_complexes" 2 389
"9" "protein_complexes" 3 66
"9" "protein_complexes" 4 19
"9" "protein_complexes" 5 10
"9" "protein_complexes" 6 1
"9" "protein_complexes" 7 3
"9" "regulatory_triplets" 2 168
"9" "regulatory_triplets" 3 30
"9" "regulatory_triplets" 4 12
"9" "regulatory_triplets" 5 5
"9" "regulatory_triplets" 6 2
"9" "regulatory_triplets" 10 1
"9" "regulatory_triplets" 13 1
"9" "regulatory_triplets" 18 1
"9" "signaling_triplets" 2 251
"9" "signaling_triplets" 3 31
"9" "signaling_triplets" 4 7
"9" "signaling_triplets" 5 4
"9" "signaling_triplets" 6 2
"9" "signaling_triplets" 7 2
"9" "signaling_triplets" 9 1
"9" "signaling_triplets" 12 1
"9" "signaling_triplets" 28 1
"10" "others" 2 59
"10" "others" 3 16
"10" "others" 4 9
"10" "others" 5 3
"10" "others" 6 3
"10" "others" 7 2
"10" "others" 8 1
"10" "others" 9 3
"10" "others" 11 1
"10" "others" 12 1
"10" "others" 17 1
"10" "others" 25 1
"10" "protein_complexes" 2 379
"10" "protein_complexes" 3 73
"10" "protein_complexes" 4 31
"10" "protein_complexes" 5 7
"10" "protein_complexes" 6 5
"10" "protein_complexes" 8 1
"10" "protein_complexes" 11 1
"10" "protein_complexes" 21 1
"10" "regulatory_triplets" 2 184
"10" "regulatory_triplets" 3 33
"10" "regulatory_triplets" 4 5
"10" "regulatory_triplets" 5 4
"10" "regulatory_triplets" 6 2
"10" "signaling_triplets" 2 214
"10" "signaling_triplets" 3 40
"10" "signaling_triplets" 4 14
"10" "signaling_triplets" 5 5
"10" "signaling_triplets" 6 3
"10" "signaling_triplets" 7 3
"11" "others" 2 65
"11" "others" 3 12
"11" "others" 4 13
"11" "others" 5 3
"11" "others" 6 5
"11" "others" 7 2
"11" "others" 8 1
"11" "others" 9 1
"11" "others" 10 1
"11" "others" 13 1
"11" "others" 18 1
"11" "others" 21 1
"11" "others" 29 1
"11" "protein_complexes" 2 440
"11" "protein_complexes" 3 76
"11" "protein_complexes" 4 16
"11" "protein_complexes" 5 12
"11" "protein_complexes" 6 1
"11" "protein_complexes" 7 4
"11" "regulatory_triplets" 2 179
"11" "regulatory_triplets" 3 33
"11" "regulatory_triplets" 4 10
"11" "regulatory_triplets" 5 5
"11" "regulatory_triplets" 6 2
"11" "regulatory_triplets" 7 2
"11" "regulatory_triplets" 9 1
"11" "signaling_triplets" 2 241
"11" "signaling_triplets" 3 57
"11" "signaling_triplets" 4 8
"11" "signaling_triplets" 5 7
"11" "signaling_triplets" 6 2
"12" "others" 2 67
"12" "others" 3 24
"12" "others" 4 4
"12" "others" 5 3
"12" "others" 6 2
"12" "others" 7 4
"12" "others" 8 5
"12" "others" 10 1
"12" "others" 12 1
"12" "others" 16 1
"12" "protein_complexes" 2 398
"12" "protein_complexes" 3 76
"12" "protein_complexes" 4 18
"12" "protein_complexes" 5 6
"12" "protein_complexes" 6 9
"12" "protein_complexes" 7 1
"12" "protein_complexes" 8 1
"12" "protein_complexes" 10 1
"12" "regulatory_triplets" 2 166
"12" "regulatory_triplets" 3 28
"12" "regulatory_triplets" 4 19
"12" "regulatory_triplets" 5 3
"12" "regulatory_triplets" 6 2
"12" "regulatory_triplets" 11 1
"12" "regulatory_triplets" 23 1
"12" "signaling_triplets" 2 244
"12" "signaling_triplets" 3 44
"12" "signaling_triplets" 4 19
"12" "signaling_triplets" 5 13
"12" "signaling_triplets" 6 2
"12" "signaling_triplets" 8 1
"13" "others" 2 72
"13" "others" 3 19
"13" "others" 4 12
"13" "others" 5 3
"13" "others" 6 6
"13" "others" 7 2
"13" "others" 9 2
"13" "others" 10 1
"13" "others" 12 2
"13" "others" 14 1
"13" "others" 17 2
"13" "others" 28 2
"13" "protein_complexes" 2 440
"13" "protein_complexes" 3 68
"13" "protein_complexes" 4 18
"13" "protein_complexes" 5 5
"13" "protein_complexes" 6 5
"13" "protein_complexes" 7 1
"13" "protein_complexes" 11 1
"13" "regulatory_triplets" 2 185
"13" "regulatory_triplets" 3 22
"13" "regulatory_triplets" 4 5
"13" "regulatory_triplets" 5 4
"13" "regulatory_triplets" 8 1
"13" "regulatory_triplets" 19 1
"13" "signaling_triplets" 2 215
"13" "signaling_triplets" 3 39
"13" "signaling_triplets" 4 11
"13" "signaling_triplets" 5 3
"13" "signaling_triplets" 6 1
"13" "signaling_triplets" 7 2
"13" "signaling_triplets" 8 3
"13" "signaling_triplets" 9 1
"14" "others" 2 65
"14" "others" 3 14
"14" "others" 4 9
"14" "others" 5 2
"14" "others" 6 1
"14" "others" 7 2
"14" "others" 8 4
"14" "others" 10 1
"14" "others" 13 2
"14" "others" 17 1
"14" "protein_complexes" 2 393
"14" "protein_complexes" 3 77
"14" "protein_complexes" 4 21
"14" "protein_complexes" 5 4
"14" "protein_complexes" 6 3
"14" "protein_complexes" 7 5
"14" "protein_complexes" 12 2
"14" "regulatory_triplets" 2 157
"14" "regulatory_triplets" 3 26
"14" "regulatory_triplets" 4 11
"14" "regulatory_triplets" 5 2
"14" "regulatory_triplets" 6 4
"14" "regulatory_triplets" 7 2
"14" "regulatory_triplets" 11 1
"14" "signaling_triplets" 2 230
"14" "signaling_triplets" 3 48
"14" "signaling_triplets" 4 20
"14" "signaling_triplets" 5 8
"14" "signaling_triplets" 6 1
"14" "signaling_triplets" 7 3
"14" "signaling_triplets" 9 1
"14" "signaling_triplets" 10 1
"15" "others" 2 77
"15" "others" 3 18
"15" "others" 4 5
"15" "others" 5 7
"15" "others" 6 3
"15" "others" 7 3
"15" "others" 8 1
"15" "others" 10 1
"15" "others" 11 3
"15" "others" 13 1
"15" "others" 14 1
"15" "others" 16 1
"15" "others" 21 1
"15" "others" 25 1
"15" "others" 33 1
"15" "protein_complexes" 2 389
"15" "protein_complexes" 3 76
"15" "protein_complexes" 4 19
"15" "protein_complexes" 5 5
"15" "protein_complexes" 6 4
"15" "protein_complexes" 7 3
"15" "protein_complexes" 8 2
"15" "protein_complexes" 28 1
"15" "regulatory_triplets" 2 178
"15" "regulatory_triplets" 3 29
"15" "regulatory_triplets" 4 13
"15" "regulatory_triplets" 5 3
"15" "regulatory_triplets" 6 2
"15" "regulatory_triplets" 9 1
"15" "regulatory_triplets" 13 1
"15" "regulatory_triplets" 18 1
"15" "signaling_triplets" 2 232
"15" "signaling_triplets" 3 50
"15" "signaling_triplets" 4 9
"15" "signaling_triplets" 5 7
"15" "signaling_triplets" 6 3
"15" "signaling_triplets" 7 2
"15" "signaling_triplets" 14 1
"15" "signaling_triplets" 23 1
"16" "others" 2 73
"16" "others" 3 25
"16" "others" 4 7
"16" "others" 5 7
"16" "others" 6 3
"16" "others" 7 1
"16" "others" 9 1
"16" "others" 10 2
"16" "others" 11 1
"16" "others" 13 2
"16" "others" 15 1
"16" "others" 17 1
"16" "protein_complexes" 2 436
"16" "protein_complexes" 3 72
"16" "protein_complexes" 4 18
"16" "protein_complexes" 5 10
"16" "protein_complexes" 6 8
"16" "protein_complexes" 7 1
"16" "protein_complexes" 16 1
"16" "regulatory_triplets" 2 188
"16" "regulatory_triplets" 3 30
"16" "regulatory_triplets" 4 6
"16" "regulatory_triplets" 5 4
"16" "regulatory_triplets" 6 1
"16" "regulatory_triplets" 7 2
"16" "signaling_triplets" 2 226
"16" "signaling_triplets" 3 51
"16" "signaling_triplets" 4 6
"16" "signaling_triplets" 5 9
"16" "signaling_triplets" 6 5
"16" "signaling_triplets" 7 4
"16" "signaling_triplets" 13 1
"16" "signaling_triplets" 23 1
"17" "others" 2 70
"17" "others" 3 14
"17" "others" 4 8
"17" "others" 5 4
"17" "others" 6 4
"17" "others" 7 2
"17" "others" 9 4
"17" "others" 10 1
"17" "others" 13 1
"17" "others" 15 3
"17" "others" 16 1
"17" "others" 22 1
"17" "protein_complexes" 2 415
"17" "protein_complexes" 3 75
"17" "protein_complexes" 4 23
"17" "protein_complexes" 5 7
"17" "protein_complexes" 6 3
"17" "protein_complexes" 7 2
"17" "protein_complexes" 8 2
"17" "regulatory_triplets" 2 162
"17" "regulatory_triplets" 3 30
"17" "regulatory_triplets" 4 6
"17" "regulatory_triplets" 5 4
"17" "regulatory_triplets" 11 1
"17" "signaling_triplets" 2 266
"17" "signaling_triplets" 3 42
"17" "signaling_triplets" 4 14
"17" "signaling_triplets" 5 4
"17" "signaling_triplets" 6 2
"17" "signaling_triplets" 7 2
"17" "signaling_triplets" 8 1
"17" "signaling_triplets" 9 1
"18" "others" 2 71
"18" "others" 3 17
"18" "others" 4 6
"18" "others" 5 4
"18" "others" 6 6
"18" "others" 8 1
"18" "others" 9 1
"18" "others" 12 2
"18" "others" 16 1
"18" "others" 20 1
"18" "others" 27 1
"18" "protein_complexes" 2 411
"18" "protein_complexes" 3 72
"18" "protein_complexes" 4 19
"18" "protein_complexes" 5 9
"18" "protein_complexes" 6 4
"18" "protein_complexes" 7 2
"18" "protein_complexes" 9 2
"18" "protein_complexes" 10 1
"18" "regulatory_triplets" 2 179
"18" "regulatory_triplets" 3 19
"18" "regulatory_triplets" 4 8
"18" "regulatory_triplets" 5 4
"18" "regulatory_triplets" 6 1
"18" "regulatory_triplets" 7 1
"18" "regulatory_triplets" 13 1
"18" "signaling_triplets" 2 223
"18" "signaling_triplets" 3 49
"18" "signaling_triplets" 4 17
"18" "signaling_triplets" 5 6
"18" "signaling_triplets" 6 3
"18" "signaling_triplets" 7 3
"18" "signaling_triplets" 8 1
"19" "others" 2 50
"19" "others" 3 22
"19" "others" 4 9
"19" "others" 5 5
"19" "others" 6 2
"19" "others" 7 3
"19" "others" 8 3
"19" "others" 9 2
"19" "others" 10 2
"19" "others" 11 1
"19" "others" 13 1
"19" "others" 14 1
"19" "others" 18 1
"19" "others" 23 1
"19" "others" 27 1
"19" "protein_complexes" 2 402
"19" "protein_complexes" 3 85
"19" "protein_complexes" 4 13
"19" "protein_complexes" 5 5
"19" "protein_complexes" 6 5
"19" "protein_complexes" 8 1
"19" "protein_complexes" 9 1
"19" "regulatory_triplets" 2 192
"19" "regulatory_triplets" 3 41
"19" "regulatory_triplets" 4 9
"19" "regulatory_triplets" 5 6
"19" "regulatory_triplets" 6 3
"19" "regulatory_triplets" 9 1
"19" "regulatory_triplets" 10 1
"19" "signaling_triplets" 2 211
"19" "signaling_triplets" 3 46
"19" "signaling_triplets" 4 9
"19" "signaling_triplets" 5 5
"19" "signaling_triplets" 6 3
"19" "signaling_triplets" 7 1
"19" "signaling_triplets" 8 1
"20" "others" 2 63
"20" "others" 3 19
"20" "others" 4 8
"20" "others" 5 2
"20" "others" 6 7
"20" "others" 7 1
"20" "others" 8 3
"20" "others" 9 2
"20" "others" 11 1
"20" "others" 12 2
"20" "others" 16 1
"20" "others" 19 1
"20" "others" 21 1
"20" "protein_complexes" 2 464
"20" "protein_complexes" 3 95
"20" "protein_complexes" 4 12
"20" "protein_complexes" 5 5
"20" "protein_complexes" 6 5
"20" "protein_complexes" 7 3
"20" "protein_complexes" 8 1
"20" "regulatory_triplets" 2 164
"20" "regulatory_triplets" 3 32
"20" "regulatory_triplets" 4 8
"20" "regulatory_triplets" 5 5
"20" "regulatory_triplets" 6 1
"20" "regulatory_triplets" 8 2
"20" "regulatory_triplets" 11 1
"20" "regulatory_triplets" 12 1
"20" "signaling_triplets" 2 237
"20" "signaling_triplets" 3 51
"20" "signaling_triplets" 4 12
"20" "signaling_triplets" 5 7
"20" "signaling_triplets" 6 1
"20" "signaling_triplets" 7 2
"20" "signaling_triplets" 8 1
"21" "others" 2 51
"21" "others" 3 23
"21" "others" 4 6
"21" "others" 5 7
"21" "others" 6 2
"21" "others" 7 3
"21" "others" 8 2
"21" "others" 9 3
