"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 45 0.01 NA 0.99 NA 21 7 19 6 100 2.14
"2" "kukd" 100 0 0 1 NA 54 11 54 10 100 1.85
"3" "kuku" 113 0 0 1 NA 66 10 66 10 100 1.71
"4" "pkd" 94 0 0 1 NA 32 7 32 7 100 2.94
"5" "pku" 105 0 0 1 NA 58 13 59 13 100 1.81
"6" "pp" 3363 0 0 1 NA 131 14 130 12 100 25.67
"7" "tdkd" 1 0.4 NA 0.86 NA 1 1 0 0 100 1
"8" "tdku" 0 1 NA 0.85 NA 0 0 0 0 100 NA
"9" "tdp" 38 0 0 1 NA 14 4 14 4 100 2.71
"10" "tdtd" 17 0.12 NA 0.91 NA 11 4 11 5 100 1.55
"11" "tukd" 0 1 NA 0.68 NA 0 1 0 0 100 NA
"12" "tuku" 0 1 NA 0.94 NA 0 0 0 0 100 NA
"13" "tup" 39 0 0 1 NA 6 3 6 3 100 6.5
"14" "tutd" 11 0.28 NA 0.8 NA 8 4 8 4 100 1.38
"15" "tutu" 40 0.01 NA 0.99 NA 23 6 22 5 100 1.74
