"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 41 17 35 16 100 4.54
"2" "kukd" 314 0 0 1 NA 146 26 149 19 100 2.15
"3" "kuku" 1399 0 0 1 NA 731 45 732 46 100 1.91
"4" "pkd" 734 0 0 1 NA 330 24 328 24 100 2.22
"5" "pku" 1514 0 0 1 NA 901 67 902 53 100 1.68
"6" "pp" 14281 0 0 1 NA 3145 73 3143 70 100 4.54
"7" "tdkd" 73 0.01 NA 0.99 NA 40 13 40 13 100 1.82
"8" "tdku" 46 0 0 1 NA 22 6 22 6 100 2.09
"9" "tdp" 861 0 0 1 NA 391 28 390 28 100 2.2
"10" "tdtd" 168 0.03 NA 0.97 NA 86 31 79 24 100 1.95
"11" "tukd" 63 0.49 NA 0.55 NA 63 11 62 11 100 1
"12" "tuku" 1 0.53 NA 0.79 NA 1 1 1 1 100 1
"13" "tup" 316 0.01 NA 0.99 NA 256 33 261 27 100 1.23
"14" "tutd" 61 0.62 NA 0.39 NA 63 14 64 12 100 0.97
"15" "tutu" 2400 0 0 1 NA 1550 68 1541 74 100 1.55
