"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 129 0 0 1 NA 38 12 36 10 100 3.39
"2" "kukd" 316 0 0 1 NA 106 16 106 16 100 2.98
"3" "kuku" 1097 0 0 1 NA 311 29 310 33 100 3.53
"4" "pkd" 612 0 0 1 NA 77 14 76 13 100 7.95
"5" "pku" 1177 0 0 1 NA 258 38 258 38 100 4.56
"6" "pp" 13890 0 0 1 NA 470 33 471 28 100 29.55
"7" "tdkd" 28 0.01 NA 0.99 NA 10 6 9 6 100 2.8
"8" "tdku" 50 0 0 1 NA 8 5 7 4 100 6.25
"9" "tdp" 592 0 0 1 NA 63 11 63 10 100 9.4
"10" "tdtd" 41 0 0 1 NA 15 5 15 4 100 2.73
"11" "tukd" 17 0.02 NA 0.98 NA 9 4 9 4 100 1.89
"12" "tuku" 0 1 NA 0.92 NA 0 0 0 0 100 NA
"13" "tup" 173 0 0 1 NA 27 7 27 6 100 6.41
"14" "tutd" 21 0.12 NA 0.91 NA 14 5 14 4 100 1.5
"15" "tutu" 353 0 0 1 NA 69 11 70 10 100 5.12
