"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 142 0 0 1 NA 27 15 24 16 100 5.26
"2" "kukd" 208 0 0 1 NA 91 16 89 15 100 2.29
"3" "kuku" 908 0 0 1 NA 399 35 396 41 100 2.28
"4" "pkd" 484 0 0 1 NA 192 18 192 16 100 2.52
"5" "pku" 995 0 0 1 NA 482 49 488 38 100 2.06
"6" "pp" 11218 0 0 1 NA 1756 51 1756 43 100 6.39
"7" "tdkd" 36 0.12 NA 0.92 NA 21 11 20 12 100 1.71
"8" "tdku" 27 0 0 1 NA 11 5 10 5 100 2.45
"9" "tdp" 620 0 0 1 NA 191 20 192 18 100 3.25
"10" "tdtd" 124 0.02 NA 0.98 NA 43 27 37 21 100 2.88
"11" "tukd" 39 0.26 NA 0.78 NA 34 7 34 7 100 1.15
"12" "tuku" 0 1 NA 0.78 NA 0 1 0 0 100 NA
"13" "tup" 170 0.01 NA 0.99 NA 135 15 135 12 100 1.26
"14" "tutd" 37 0.15 NA 0.89 NA 28 8 29 7 100 1.32
"15" "tutu" 1371 0 0 1 NA 769 44 764 41 100 1.78
