"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 185 0 0 1 NA 40 15 38 15 100 4.62
"2" "kukd" 287 0 0 1 NA 140 21 140 19 100 2.05
"3" "kuku" 1305 0 0 1 NA 672 49 675 45 100 1.94
"4" "pkd" 691 0 0 1 NA 301 22 300 22 100 2.3
"5" "pku" 1416 0 0 1 NA 834 50 828 42 100 1.7
"6" "pp" 13875 0 0 1 NA 2907 72 2898 64 100 4.77
"7" "tdkd" 64 0.05 NA 0.95 NA 39 13 37 13 100 1.64
"8" "tdku" 43 0.01 NA 0.99 NA 20 8 20 7 100 2.15
"9" "tdp" 818 0 0 1 NA 352 26 354 24 100 2.32
"10" "tdtd" 164 0.03 NA 0.98 NA 93 34 88 36 100 1.76
"11" "tukd" 58 0.56 NA 0.46 NA 60 11 60 8 100 0.97
"12" "tuku" 1 0.49 NA 0.84 NA 1 1 0 0 100 1
"13" "tup" 291 0.01 NA 0.99 NA 234 31 236 21 100 1.24
"14" "tutd" 55 0.56 NA 0.46 NA 56 11 57 11 100 0.98
"15" "tutu" 2209 0 0 1 NA 1402 62 1406 56 100 1.58
