"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 51 18 48 16 100 3.94
"2" "kukd" 389 0 0 1 NA 201 24 200 21 100 1.94
"3" "kuku" 1804 0 0 1 NA 1008 56 1011 47 100 1.79
"4" "pkd" 878 0 0 1 NA 435 25 440 25 100 2.02
"5" "pku" 1954 0 0 1 NA 1260 71 1261 75 100 1.55
"6" "pp" 16317 0 0 1 NA 4360 95 4356 84 100 3.74
"7" "tdkd" 79 0.09 NA 0.93 NA 55 17 52 19 100 1.44
"8" "tdku" 62 0 0 1 NA 32 10 30 9 100 1.94
"9" "tdp" 1056 0 0 1 NA 563 32 561 33 100 1.88
"10" "tdtd" 218 0.1 NA 0.9 NA 150 50 142 47 100 1.45
"11" "tukd" 93 0.31 NA 0.71 NA 88 12 88 9 100 1.06
"12" "tuku" 1 0.64 NA 0.75 NA 1 1 1 1 100 1
"13" "tup" 460 0.02 NA 0.98 NA 381 35 381 24 100 1.21
"14" "tutd" 94 0.5 NA 0.52 NA 95 14 94 17 100 0.99
"15" "tutu" 3387 0 0 1 NA 2334 82 2324 82 100 1.45
