"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 42 125 456 191 636 2041 23 9 268 52 32 2 163 39 903
"2" 63 56 454 239 537 1950 39 18 216 42 21 1 148 46 973
"3" 44 78 493 212 627 1990 13 12 241 42 47 NA 154 33 931
"4" 45 106 503 247 668 2206 18 12 209 129 34 NA 169 36 906
"5" 83 96 500 249 551 1946 25 23 238 62 75 NA 164 29 925
"6" 44 106 461 197 611 2052 15 10 253 42 46 NA 163 42 941
"7" 44 89 501 216 540 2109 14 16 236 44 27 NA 164 60 1039
"8" 29 100 445 201 545 2042 8 16 205 55 39 2 134 28 873
"9" 51 135 508 250 627 2061 25 19 237 62 43 1 130 40 845
"10" 39 91 445 230 599 2086 22 13 249 104 32 NA 97 31 985
"11" 43 109 470 229 535 2035 31 20 242 30 40 NA 165 32 859
"12" 41 94 419 229 548 2125 28 12 213 35 46 NA 161 40 899
"13" 12 90 496 235 597 2120 13 17 235 68 63 NA 177 27 975
"14" 12 95 442 221 578 2093 42 10 231 49 31 NA 185 34 882
"15" 42 129 498 201 569 2179 33 11 231 78 49 1 184 56 1007
"16" 21 90 433 97 584 2049 16 11 228 70 33 2 149 51 916
"17" 14 84 406 232 564 2050 32 6 234 29 46 NA 171 26 935
"18" 45 117 436 255 592 2047 15 15 233 43 45 4 175 42 929
"19" 32 126 432 254 615 2103 19 12 243 68 36 NA 160 29 880
"20" 41 116 495 202 601 2003 14 9 218 39 50 NA 146 44 910
"21" 57 97 428 216 601 2055 39 6 226 32 40 NA 134 21 844
"22" 11 112 472 217 590 2113 16 15 215 59 39 1 88 52 947
"23" 21 111 468 218 553 2046 42 14 255 18 51 1 188 34 904
"24" 18 107 472 202 565 2031 32 10 242 35 54 1 140 37 950
"25" 41 101 442 233 567 2168 31 14 213 34 48 1 140 33 915
"26" 18 126 488 219 625 2108 26 8 204 27 37 1 146 32 974
"27" 34 99 511 217 618 1983 53 14 241 47 37 2 152 52 856
"28" 34 106 444 222 571 2105 16 11 233 74 26 NA 182 40 936
"29" 40 109 461 185 563 2017 17 10 231 36 40 1 179 19 870
"30" 31 55 466 248 659 2071 45 6 246 51 43 NA 152 18 907
"31" 23 109 442 210 593 2059 15 16 244 26 31 NA 147 47 956
"32" 25 96 469 235 551 2091 28 14 221 57 32 NA 118 30 986
"33" 20 98 480 267 660 2089 25 9 216 59 58 NA 153 50 790
"34" 19 89 484 189 611 1929 49 17 225 56 45 NA 158 47 911
"35" 36 122 453 202 615 2102 6 8 246 48 33 NA 146 36 856
"36" 29 104 482 247 533 2119 28 20 232 14 44 1 173 31 990
"37" 48 121 456 264 561 2077 22 18 271 32 46 NA 144 50 981
"38" 20 108 410 216 573 2015 14 13 248 30 38 2 141 43 891
"39" 17 107 489 279 561 1976 19 13 241 95 54 NA 162 38 876
"40" 18 100 455 252 587 2171 20 14 227 51 29 1 180 48 950
"41" 29 133 467 235 568 1978 29 23 244 59 19 NA 180 28 833
"42" 34 89 499 200 589 2123 34 14 215 33 40 NA 166 43 931
"43" 77 99 460 250 474 2113 6 19 219 16 44 NA 150 34 887
"44" 30 109 462 245 612 2062 28 15 201 32 53 2 149 39 883
"45" 19 96 496 222 560 1993 40 6 237 76 33 1 163 30 944
"46" 34 107 495 226 550 2009 21 14 257 69 34 NA 158 30 875
"47" 33 99 425 220 562 2163 27 17 212 56 36 NA 151 31 884
"48" 17 77 446 250 678 2063 21 11 255 14 46 NA 166 37 950
"49" 22 110 505 232 677 2089 30 19 243 34 44 NA 152 36 936
"50" 40 129 498 231 654 1987 25 7 266 40 44 1 149 40 994
"51" 10 87 479 222 621 2119 45 18 267 78 44 NA 157 27 991
"52" 35 101 455 245 588 2063 43 15 218 92 49 NA 169 49 992
"53" 85 110 477 257 523 2034 25 9 258 35 48 NA 163 16 977
"54" 21 91 504 200 629 2027 35 5 248 37 30 NA 141 31 916
"55" 7 112 467 241 608 2036 23 7 235 122 60 1 187 26 903
"56" 24 71 439 213 577 2031 10 13 266 86 37 1 149 38 876
"57" 22 105 477 236 590 2032 39 19 225 52 61 NA 176 41 934
"58" 21 87 469 224 548 2085 14 16 206 44 44 NA 70 50 915
"59" 19 101 507 200 539 1954 72 10 244 30 49 1 166 54 905
"60" 23 108 500 217 606 2068 17 6 183 43 43 NA 151 38 957
"61" 23 124 480 262 676 2162 16 11 215 56 29 3 180 57 941
"62" 52 102 486 225 649 2061 18 7 233 61 43 1 170 31 896
"63" 42 110 489 251 623 2042 20 11 217 42 49 NA 172 50 992
"64" 34 99 466 190 571 2025 40 1 221 36 42 NA 180 50 897
"65" 41 112 476 227 586 2035 15 4 275 48 41 NA 165 32 950
"66" 27 99 465 226 618 2085 22 11 253 40 48 NA 150 41 907
"67" 28 91 492 264 591 2110 32 7 231 31 38 NA 189 38 948
"68" 8 102 487 207 607 2067 26 15 257 81 45 4 139 43 913
"69" 20 127 492 246 541 1997 23 18 221 73 41 NA 159 38 926
"70" 20 111 493 227 526 2031 28 21 216 65 36 NA 158 45 934
"71" 33 114 496 252 657 1992 14 10 251 31 42 NA 165 42 1013
"72" 29 111 489 227 589 2107 30 15 235 61 44 1 170 38 842
"73" 21 93 506 211 574 2021 31 3 216 81 42 NA 156 34 945
"74" 20 105 429 224 554 2048 22 14 221 23 44 NA 150 28 897
"75" 29 83 455 197 551 2063 24 6 200 49 55 1 177 34 882
"76" 37 96 465 234 513 1985 50 18 228 35 34 NA 138 28 881
"77" 55 152 480 240 539 2013 11 9 229 43 39 1 200 26 816
"78" 23 119 407 238 581 2187 8 11 230 56 29 NA 166 41 898
"79" 18 117 383 229 533 2020 12 13 242 147 40 NA 182 41 825
"80" 15 88 464 200 575 2060 30 13 221 34 24 NA 75 34 963
"81" 11 83 482 240 629 2026 13 16 256 61 33 1 165 48 975
"82" 35 124 492 243 595 1984 14 21 205 69 40 NA 165 39 882
"83" 51 132 483 251 583 2116 26 8 237 37 43 NA 136 51 976
"84" 36 104 409 232 554 2009 16 5 213 63 40 NA 138 41 859
"85" 32 99 468 226 627 2160 18 14 236 49 34 1 168 30 868
"86" 35 118 457 227 553 2106 23 13 219 66 42 1 168 44 895
"87" 42 127 517 220 639 2058 29 17 208 83 60 NA 174 46 918
"88" 47 131 463 246 647 2035 34 12 249 42 38 NA 176 27 914
"89" 46 101 489 231 507 1971 12 15 275 30 37 NA 176 43 1000
"90" 21 82 440 191 536 2024 30 18 205 47 45 NA 162 49 913
"91" 23 102 424 224 596 2115 17 10 199 61 40 3 161 35 861
"92" 24 111 497 225 550 1998 16 12 220 72 21 NA 138 22 822
"93" 14 93 513 182 654 2084 35 8 273 30 41 1 136 27 920
"94" 11 102 442 224 567 2010 7 13 230 30 43 2 165 43 914
"95" 11 52 433 220 546 2115 25 17 222 37 59 1 166 41 955
