"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 32 15 29 13 2000 4.66
"2" "kukd" 234 0 0 1 NA 104 18 104 15 2000 2.25
"3" "kuku" 1009 0 0 1 NA 470 33 468 33 2000 2.15
"4" "pkd" 566 0 0 1 NA 223 23 223 21 2000 2.54
"5" "pku" 1103 0 0 1 NA 580 50 581 42 2000 1.9
"6" "pp" 11934 0 0 1 NA 2056 60 2054 59 2000 5.8
"7" "tdkd" 37 0.1535 NA 0.8575 NA 25 12 23 10 2000 1.48
"8" "tdku" 30 0.001 0.015 0.999 NA 13 5 13 4 2000 2.31
"9" "tdp" 668 0 0 1 NA 234 20 233 21 2000 2.85
"10" "tdtd" 133 0.00649999999999995 NA 0.9935 NA 50 24 46 22 2000 2.66
"11" "tukd" 46 0.304 NA 0.735 NA 42 9 41 7 2000 1.1
"12" "tuku" 0 1 NA 0.655 NA 1 1 0 0 2000 0
"13" "tup" 101 0.973 NA 0.027 NA 158 21 160 16 2000 0.64
"14" "tutd" 44 0.1835 NA 0.8435 NA 36 9 36 7 2000 1.22
"15" "tutu" 1600 0 0 1 NA 920 47 918 46 2000 1.74
