"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
62 197 906 367 1193 3061 38 17 426 55 67 1 182 55 1092
43 183 823 343 1093 3184 42 21 383 73 82 NA 262 48 1089
40 151 878 337 1096 3172 18 20 391 77 66 NA 236 59 1046
54 207 856 358 1029 3183 39 22 399 73 54 1 265 65 1089
22 161 858 341 1063 3185 37 16 390 64 70 NA 243 52 1030
65 163 884 384 1051 3259 29 12 349 94 69 NA 237 55 1151
16 142 842 268 1027 3159 39 25 390 45 66 1 289 59 964
62 177 856 367 1130 3219 29 21 370 66 59 NA 228 50 1027
44 188 890 329 1058 2992 27 26 388 83 56 NA 235 49 1022
25 181 922 308 1099 3157 27 26 391 92 60 5 258 50 998
66 142 941 330 1129 3218 35 29 423 46 49 11 230 47 1040
37 160 788 384 1068 3168 53 23 362 92 50 1 226 61 1143
26 167 985 350 1212 3329 32 7 389 95 61 NA 256 64 1037
50 182 880 336 1084 3243 44 17 383 67 60 1 233 56 1140
35 218 978 367 1133 3265 30 35 410 75 49 2 212 65 1035
52 172 877 322 1046 3255 32 39 397 113 57 NA 223 54 1081
70 164 841 300 1090 3353 24 36 403 82 68 1 254 52 1084
68 183 866 354 1065 3173 53 36 373 94 47 1 219 74 1164
42 169 849 363 1145 3342 43 15 394 71 52 1 258 73 1044
47 217 943 317 1101 3216 24 43 201 77 63 NA 201 76 1120
32 153 820 334 1103 3146 41 43 414 83 75 NA 223 45 1132
46 202 940 391 1140 3176 36 32 388 79 59 1 219 68 1053
56 155 832 332 1083 3187 35 17 399 57 56 NA 207 76 1049
52 176 909 346 1003 3122 36 9 351 93 66 2 235 61 1196
47 163 938 344 1118 3185 41 24 434 52 53 1 226 39 1095
24 222 932 293 1176 3169 17 26 370 75 67 NA 216 39 1087
81 194 964 308 1075 3277 35 24 418 79 63 NA 282 24 1096
42 149 842 324 1089 3226 31 27 331 72 58 1 252 57 1025
41 230 852 356 1025 3131 39 15 395 76 28 NA 202 67 967
36 163 894 320 1031 3304 50 38 459 96 52 NA 247 54 1083
55 187 978 367 1195 3137 42 34 413 75 42 NA 249 69 1098
47 214 820 363 1036 3381 37 22 371 78 49 2 226 52 1106
35 177 924 311 1046 3174 60 18 415 71 68 NA 228 65 1015
50 181 829 378 1050 3217 14 9 373 102 62 1 220 49 1031
27 188 905 347 1039 3171 30 15 388 91 56 NA 279 59 1018
25 159 940 313 1117 3122 27 23 319 60 60 5 276 47 1054
40 157 881 295 1005 3187 45 10 373 121 69 5 230 59 1005
62 206 881 163 1010 3334 34 20 376 83 63 NA 256 64 1141
86 233 967 398 1169 3158 45 37 337 81 48 2 229 56 1006
24 144 839 303 1037 3248 24 30 387 100 58 1 253 55 990
57 174 833 336 1088 3156 72 17 380 80 51 3 224 56 934
56 187 852 359 1020 3050 50 28 406 75 35 1 234 45 998
28 147 957 296 1183 3225 40 32 391 70 46 1 217 59 973
39 169 913 358 1162 3284 42 29 394 80 49 7 244 59 1107
36 174 809 325 1053 3259 42 24 429 81 70 7 238 55 1022
47 157 872 281 1049 3145 29 7 385 41 71 NA 252 43 960
37 159 846 391 1038 3208 39 21 386 72 74 2 219 53 1021
39 173 844 300 1013 3276 47 25 397 46 44 NA 250 61 1086
45 139 827 364 1027 3029 20 13 377 90 60 NA 242 47 1191
60 145 862 297 931 3099 33 8 407 77 53 NA 234 52 1027
48 191 891 314 1105 3229 42 17 413 103 79 NA 207 51 991
45 175 768 379 921 3101 29 21 379 63 60 NA 225 66 982
47 182 830 330 1061 3195 30 14 376 34 75 1 240 64 973
33 174 839 338 989 3276 31 34 434 81 58 3 229 53 1037
55 186 877 321 1117 3212 49 32 401 74 58 1 266 61 973
63 177 878 353 1100 3150 36 22 396 86 54 NA 242 55 1044
61 224 876 386 1154 3192 31 25 389 66 59 NA 232 65 1114
46 199 897 322 1002 3168 16 9 365 65 59 NA 237 63 983
40 197 1009 339 1127 3159 31 9 461 51 58 NA 262 75 1124
28 152 902 344 1086 3102 24 15 374 99 61 1 215 56 970
33 170 845 353 1034 3257 44 26 407 85 69 NA 242 53 1045
55 176 871 375 1091 3077 46 17 358 81 63 1 241 37 1006
29 183 927 356 1105 3229 29 30 343 114 57 NA 265 52 1073
35 188 888 332 1056 3139 44 14 388 53 73 1 279 57 1045
76 182 898 345 1029 3345 48 17 385 80 62 NA 243 64 969
94 179 831 384 1125 3102 33 22 402 54 57 NA 249 46 1018
36 168 935 317 1231 3064 30 29 387 105 55 1 222 53 975
46 89 842 322 1061 3180 31 19 409 56 41 NA 185 57 951
44 187 970 399 1309 3465 39 15 413 78 54 1 234 56 1144
27 134 832 348 1221 3299 40 27 408 67 60 1 235 58 1115
34 192 943 375 1028 3182 42 15 379 95 66 NA 268 58 1008
63 179 865 325 1101 3050 35 21 390 96 56 1 190 57 1031
81 191 869 370 1045 3292 52 12 385 65 71 NA 195 59 1059
25 158 853 323 1051 3172 41 24 365 100 51 NA 231 61 1085
30 134 848 339 1086 3158 21 30 348 31 57 2 262 71 1057
47 173 845 343 1005 3061 47 21 404 135 62 2 265 64 1016
42 198 900 357 1154 3273 39 38 407 84 74 3 233 25 1046
52 164 882 363 1080 3100 60 21 381 39 63 NA 262 49 1107
34 143 955 314 1096 3241 45 27 374 87 51 NA 281 52 940
60 195 882 335 1067 3108 29 26 393 108 63 NA 248 62 1057
