"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 181 0 0 1 NA 45 16 44 16 100 4.02
"2" "kukd" 330 0 0 1 NA 174 25 174 23 100 1.9
"3" "kuku" 1611 0 0 1 NA 882 50 878 53 100 1.83
"4" "pkd" 836 0 0 1 NA 339 32 339 27 100 2.47
"5" "pku" 1768 0 0 1 NA 1088 72 1085 68 100 1.62
"6" "pp" 16104 0 0 1 NA 3200 86 3190 87 100 5.03
"7" "tdkd" 40 0.38 NA 0.64 NA 36 12 36 11 100 1.11
"8" "tdku" 39 0.05 NA 0.97 NA 23 9 23 9 100 1.7
"9" "tdp" 885 0 0 1 NA 388 32 388 23 100 2.28
"10" "tdtd" 99 0.14 NA 0.87 NA 77 21 77 21 100 1.29
"11" "tukd" 57 0.6 NA 0.44 NA 59 10 58 10 100 0.97
"12" "tuku" 1 0.48 NA 0.82 NA 1 2 0 0 100 1
"13" "tup" 329 0 0 1 NA 237 22 235 19 100 1.39
"14" "tutd" 62 0.28 NA 0.73 NA 57 10 56 8 100 1.09
"15" "tutu" 1650 0 0 1 NA 1049 58 1044 61 100 1.57
