"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 54 17 53 18 100 3.87
"2" "kukd" 414 0 0 1 NA 220 25 220 21 100 1.88
"3" "kuku" 1935 0 0 1 NA 1105 59 1106 62 100 1.75
"4" "pkd" 924 0 0 1 NA 463 39 464 36 100 2
"5" "pku" 2103 0 0 1 NA 1394 79 1393 73 100 1.51
"6" "pp" 17027 0 0 1 NA 4830 102 4834 105 100 3.53
"7" "tdkd" 84 0.09 NA 0.91 NA 58 18 56 17 100 1.45
"8" "tdku" 70 0 0 1 NA 34 10 34 10 100 2.06
"9" "tdp" 1111 0 0 1 NA 620 31 618 27 100 1.79
"10" "tdtd" 223 0.11 NA 0.89 NA 159 44 154 45 100 1.4
"11" "tukd" 102 0.29 NA 0.73 NA 96 12 96 11 100 1.06
"12" "tuku" 1 0.66 NA 0.67 NA 2 2 1 1 100 0.5
"13" "tup" 521 0 0 1 NA 424 45 424 36 100 1.23
"14" "tutd" 110 0.6 NA 0.44 NA 112 16 112 13 100 0.98
"15" "tutu" 3800 0 0 1 NA 2669 97 2664 104 100 1.42
