"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 45 0 0 1 NA 21 7 21 7 100 2.14
"2" "kukd" 100 0 0 1 NA 56 14 56 13 100 1.79
"3" "kuku" 113 0 0 1 NA 67 9 67 10 100 1.69
"4" "pkd" 94 0 0 1 NA 32 8 32 10 100 2.94
"5" "pku" 105 0 0 1 NA 58 12 58 10 100 1.81
"6" "pp" 3363 0 0 1 NA 130 16 130 16 100 25.87
"7" "tdkd" 1 0.34 NA 0.92 NA 0 1 0 0 100 Inf
"8" "tdku" 0 1 NA 0.94 NA 0 0 0 0 100 NA
"9" "tdp" 38 0 0 1 NA 14 4 15 4 100 2.71
"10" "tdtd" 17 0.1 NA 0.91 NA 11 5 11 4 100 1.55
"11" "tukd" 0 1 NA 0.73 NA 0 1 0 0 100 NA
"12" "tuku" 0 1 NA 0.97 NA 0 0 0 0 100 NA
"13" "tup" 39 0 0 1 NA 6 3 5 3 100 6.5
"14" "tutd" 11 0.35 NA 0.72 NA 9 3 9 4 100 1.22
"15" "tutu" 40 0 0 1 NA 21 5 21 4 100 1.9
