"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 14 10 13 7 100 9.64
"2" "kukd" 126 0 0 1 NA 40 10 39 10 100 3.15
"3" "kuku" 489 0 0 1 NA 164 17 164 17 100 2.98
"4" "pkd" 291 0 0 1 NA 83 12 82 10 100 3.51
"5" "pku" 530 0 0 1 NA 200 24 202 18 100 2.65
"6" "pp" 7762 0 0 1 NA 749 31 748 33 100 10.36
"7" "tdkd" 11 0.18 NA 0.84 NA 7 6 6 4 100 1.57
"8" "tdku" 13 0 0 1 NA 3 2 3 3 100 4.33
"9" "tdp" 450 0 0 1 NA 74 12 74 11 100 6.08
"10" "tdtd" 98 0 0 1 NA 12 11 8 6 100 8.17
"11" "tukd" 15 0.49 NA 0.59 NA 15 5 14 6 100 1
"12" "tuku" 0 1 NA 0.87 NA 0 0 0 0 100 NA
"13" "tup" 75 0 0 1 NA 52 9 52 9 100 1.44
"14" "tutd" 13 0.21 NA 0.85 NA 9 4 9 3 100 1.44
"15" "tutu" 636 0 0 1 NA 303 24 305 19 100 2.1
