"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 65 20 61 19 100 3.29
"2" "kukd" 438 0 0 1 NA 243 28 244 24 100 1.8
"3" "kuku" 2103 0 0 1 NA 1250 66 1244 69 100 1.68
"4" "pkd" 981 0 0 1 NA 524 29 525 25 100 1.87
"5" "pku" 2297 0 0 1 NA 1575 83 1576 65 100 1.46
"6" "pp" 18008 0 0 1 NA 5477 106 5481 93 100 3.29
"7" "tdkd" 88 0.1 NA 0.9 NA 63 18 61 16 100 1.4
"8" "tdku" 76 0 0 1 NA 40 9 41 9 100 1.9
"9" "tdp" 1205 0 0 1 NA 693 41 694 39 100 1.74
"10" "tdtd" 231 0.08 NA 0.93 NA 174 41 173 41 100 1.33
"11" "tukd" 111 0.39 NA 0.62 NA 109 14 108 14 100 1.02
"12" "tuku" 1 0.62 NA 0.7 NA 1 1 1 1 100 1
"13" "tup" 583 0.03 NA 0.97 NA 501 42 499 30 100 1.16
"14" "tutd" 123 0.64 NA 0.42 NA 126 19 126 16 100 0.98
"15" "tutu" 4391 0 0 1 NA 3159 107 3144 95 100 1.39
