"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
28 215 1145 419 1551 4822 41 24 512 37 97 1 548 112 3009
19 210 1146 399 1627 4990 31 53 532 45 82 4 482 136 2967
29 222 1138 385 1557 4746 16 52 479 50 105 1 493 134 3137
20 217 1133 397 1624 4951 32 39 557 35 129 NA 477 111 3035
23 214 1157 382 1501 4752 20 48 512 46 110 NA 449 127 3186
29 215 1211 399 1592 4733 27 40 530 55 106 1 454 99 2931
21 204 1174 403 805 4832 25 48 554 47 86 1 490 118 2958
28 235 1264 445 1620 4664 30 34 503 45 104 5 462 116 3055
38 254 1199 419 1596 4873 12 36 536 54 94 3 453 139 2858
23 183 1093 402 1447 4722 27 29 525 50 84 NA 501 137 2917
24 174 1032 375 1417 4970 25 29 533 36 98 1 496 114 3114
28 216 1204 418 1569 4851 40 38 495 51 112 1 491 125 2820
30 219 1159 418 1659 4991 34 40 521 39 100 2 462 117 2961
24 201 1195 406 1416 4681 25 19 557 41 97 1 487 132 3061
30 208 1111 453 1453 4673 49 28 513 51 106 1 464 114 3076
25 177 1184 417 1742 4764 29 27 532 47 87 NA 571 153 3124
22 193 1162 419 1557 4899 29 42 506 39 87 NA 553 110 3048
24 196 1069 436 1461 4696 31 35 489 46 101 3 529 105 3041
26 218 1162 463 1691 4783 27 39 575 43 132 2 524 148 3087
24 168 1178 387 1605 4791 28 44 506 36 112 3 463 151 2884
20 179 1125 406 1511 4799 40 30 503 37 97 1 430 126 3035
25 192 1146 400 1439 4691 34 49 558 42 92 NA 516 116 3030
24 190 1164 397 1448 4953 36 39 556 45 102 NA 512 119 3196
18 207 1244 391 1519 4766 34 42 554 58 121 4 447 145 2977
18 187 1149 398 1513 4589 30 48 498 35 82 NA 489 114 3170
27 179 1178 415 1603 4874 31 23 526 52 105 1 466 87 2970
20 183 964 440 1479 4699 25 23 476 37 100 NA 504 118 2942
32 222 1148 447 1615 4795 33 50 531 62 89 NA 533 114 3046
20 188 1095 442 1553 4954 36 47 514 39 114 3 491 106 3042
29 204 1179 441 1659 4767 30 38 543 50 117 1 461 97 2936
25 219 1145 409 1516 4728 30 40 524 41 100 3 404 120 3038
17 197 1187 450 1579 4743 35 49 510 40 106 1 554 129 3001
28 206 1217 434 1460 4799 28 29 498 51 104 3 465 160 3030
21 208 1171 385 1595 4720 29 30 488 39 103 1 534 101 3195
18 186 1059 444 1611 4699 35 28 534 54 105 NA 469 100 3055
31 197 1175 420 1505 4782 40 25 507 43 99 2 490 67 3046
21 181 1143 383 1468 4703 36 36 514 48 95 1 578 105 3173
21 196 1168 413 1626 4698 24 29 502 33 89 1 534 125 2960
20 187 1185 383 1443 4705 25 50 543 49 95 1 492 103 3078
25 211 1024 436 1395 4713 49 43 526 35 103 NA 497 136 2875
25 214 1135 450 1546 4936 35 39 522 32 102 5 581 149 3129
28 189 1189 417 1604 4818 32 57 565 48 107 2 449 144 3212
25 217 1154 444 1413 4875 34 31 530 50 137 2 497 120 3054
19 212 1135 443 1656 4780 42 35 550 46 81 NA 502 93 3089
30 93 1054 390 1452 4844 39 42 526 40 113 1 472 129 2835
26 185 1247 461 1682 4755 38 39 533 45 112 NA 451 128 3000
25 251 1227 397 1482 4636 32 27 561 44 102 NA 495 128 3118
28 219 1152 414 1433 4659 16 49 540 41 103 NA 462 94 3065
18 200 1135 401 1586 4764 28 44 517 53 89 NA 469 114 3238
22 215 1182 423 1639 4897 40 56 553 54 84 NA 512 143 3200
