"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 51 18 47 16 100 3.94
"2" "kukd" 368 0 0 1 NA 193 26 194 21 100 1.91
"3" "kuku" 1717 0 0 1 NA 958 51 956 43 100 1.79
"4" "pkd" 845 0 0 1 NA 415 33 414 29 100 2.04
"5" "pku" 1853 0 0 1 NA 1193 90 1191 53 100 1.55
"6" "pp" 15943 0 0 1 NA 4141 110 4123 95 100 3.85
"7" "tdkd" 78 0.03 NA 0.97 NA 49 16 48 15 100 1.59
"8" "tdku" 57 0 0 1 NA 29 9 29 9 100 1.97
"9" "tdp" 1021 0 0 1 NA 528 35 526 35 100 1.93
"10" "tdtd" 200 0.08 NA 0.93 NA 135 40 130 42 100 1.48
"11" "tukd" 88 0.35 NA 0.72 NA 84 12 84 9 100 1.05
"12" "tuku" 1 0.62 NA 0.76 NA 1 1 1 1 100 1
"13" "tup" 430 0.01 NA 0.99 NA 351 46 358 29 100 1.23
"14" "tutd" 91 0.5 NA 0.55 NA 90 13 90 13 100 1.01
"15" "tutu" 3201 0 0 1 NA 2198 91 2186 74 100 1.46
