"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 49 20 46 16 100 4.1
"2" "kukd" 368 0 0 1 NA 192 23 193 19 100 1.92
"3" "kuku" 1717 0 0 1 NA 958 53 963 57 100 1.79
"4" "pkd" 845 0 0 1 NA 419 28 415 27 100 2.02
"5" "pku" 1853 0 0 1 NA 1195 87 1200 70 100 1.55
"6" "pp" 15943 0 0 1 NA 4138 99 4140 95 100 3.85
"7" "tdkd" 78 0.07 NA 0.93 NA 50 17 48 16 100 1.56
"8" "tdku" 57 0 0 1 NA 31 8 32 9 100 1.84
"9" "tdp" 1021 0 0 1 NA 531 29 530 28 100 1.92
"10" "tdtd" 200 0.12 NA 0.88 NA 142 42 140 47 100 1.41
"11" "tukd" 88 0.33 NA 0.7 NA 82 14 82 13 100 1.07
"12" "tuku" 1 0.53 NA 0.82 NA 1 1 1 1 100 1
"13" "tup" 430 0 0 1 NA 358 25 356 27 100 1.2
"14" "tutd" 91 0.47 NA 0.56 NA 88 16 89 13 100 1.03
"15" "tutu" 3201 0 0 1 NA 2185 83 2180 93 100 1.46
