"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 142 0 0 1 NA 29 16 26 15 100 4.9
"2" "kukd" 208 0 0 1 NA 86 16 86 15 100 2.42
"3" "kuku" 908 0 0 1 NA 393 27 394 27 100 2.31
"4" "pkd" 484 0 0 1 NA 195 21 195 19 100 2.48
"5" "pku" 995 0 0 1 NA 488 51 490 35 100 2.04
"6" "pp" 11218 0 0 1 NA 1749 53 1752 50 100 6.41
"7" "tdkd" 36 0.1 NA 0.9 NA 21 11 21 10 100 1.71
"8" "tdku" 27 0.01 NA 0.99 NA 10 4 10 4 100 2.7
"9" "tdp" 620 0 0 1 NA 194 19 192 19 100 3.2
"10" "tdtd" 124 0 0 1 NA 41 25 32 20 100 3.02
"11" "tukd" 39 0.25 NA 0.77 NA 34 8 35 9 100 1.15
"12" "tuku" 0 1 NA 0.74 NA 0 1 0 0 100 NA
"13" "tup" 170 0.01 NA 0.99 NA 131 19 134 16 100 1.3
"14" "tutd" 37 0.16 NA 0.86 NA 30 7 30 6 100 1.23
"15" "tutu" 1371 0 0 1 NA 769 49 776 40 100 1.78
