"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 28 33 47 5 NA NA
"ku" "kd" 217 11 32 4 NA NA
"ku" "ku" 1125 21 9 13 4 2
"p" "kd" 488 17 43 15 NA NA
"p" "ku" 1308 15 19 16 2 1
"p" "p" 5270 10 15 110 2 1
"td" "kd" 37 NA NA NA NA NA
"td" "ku" 37 NA NA NA 2 NA
"td" "p" 622 NA NA 11 41 NA
"td" "td" 112 NA NA NA 10 2
"tu" "kd" 109 NA NA 1 NA NA
"tu" "p" 540 NA NA 3 NA 1
"tu" "td" 140 NA NA 1 NA 10
"tu" "tu" 3120 NA 1 15 3 7
"kd" "kd" 16 4 49 25 NA NA
"ku" "kd" 176 2 41 10 2 NA
"ku" "ku" 1264 19 24 17 2 NA
"p" "kd" 466 15 37 30 NA NA
"p" "ku" 1606 10 13 28 2 1
"p" "p" 5323 7 32 151 8 3
"td" "kd" 62 NA 2 NA 3 NA
"td" "ku" 47 NA NA NA 3 NA
"td" "p" 648 NA 4 6 24 1
"td" "td" 114 NA NA NA NA 8
"tu" "kd" 53 NA 1 1 NA NA
"tu" "p" 508 NA 2 4 NA NA
"tu" "td" 107 NA NA NA NA 3
"tu" "tu" 3082 1 2 9 4 5
"kd" "kd" 51 9 3 NA NA NA
"ku" "kd" 230 1 23 5 NA NA
"ku" "ku" 1238 12 8 17 3 NA
"p" "kd" 483 3 11 16 NA NA
"p" "ku" 1531 11 2 15 NA 1
"p" "p" 5320 5 5 105 6 3
"td" "kd" 45 NA 8 NA NA NA
"td" "ku" 30 NA 1 NA 3 NA
"td" "p" 677 NA 1 7 36 2
"td" "td" 141 NA NA NA 11 4
"tu" "kd" 102 NA 1 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 502 NA NA 1 NA NA
"tu" "td" 103 NA NA 1 NA 2
"tu" "tu" 3070 NA NA 6 2 2
"kd" "kd" 32 20 36 NA NA NA
"ku" "kd" 240 13 40 9 NA NA
"ku" "ku" 1202 10 21 10 NA 1
"p" "kd" 436 12 29 15 NA NA
"p" "ku" 1571 5 13 21 1 1
"p" "p" 5269 5 16 121 4 2
"td" "kd" 31 NA 17 NA NA NA
"td" "ku" 36 NA NA NA 1 NA
"td" "p" 651 NA 9 7 26 1
"td" "td" 206 NA NA 3 12 8
"tu" "kd" 102 NA 2 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 433 1 NA 1 NA 1
"tu" "td" 132 NA NA NA NA 5
"tu" "tu" 3038 1 2 5 3 2
"kd" "kd" 30 5 15 NA NA NA
"ku" "kd" 220 6 37 11 NA NA
"ku" "ku" 1215 16 19 12 NA NA
"p" "kd" 482 6 40 17 1 NA
"p" "ku" 1577 5 12 20 NA NA
"p" "p" 5138 7 19 140 4 1
"td" "kd" 60 NA 2 NA 10 NA
"td" "ku" 38 NA NA NA 2 NA
"td" "p" 633 NA 2 1 35 NA
"td" "td" 183 NA NA NA 8 4
"tu" "kd" 101 1 10 NA NA NA
"tu" "p" 492 1 1 5 1 1
"tu" "td" 108 NA NA 1 NA 11
"tu" "tu" 3202 2 2 17 3 4
"kd" "kd" 56 10 19 2 NA NA
"ku" "kd" 180 4 21 1 NA NA
"ku" "ku" 1204 19 14 14 2 NA
"p" "kd" 485 10 13 1 NA NA
"p" "ku" 1600 3 3 15 1 2
"p" "p" 5284 1 7 131 10 4
"td" "kd" 112 NA 7 4 NA NA
"td" "ku" 49 NA 1 NA 1 NA
"td" "p" 702 NA 1 2 42 NA
"td" "td" 174 NA NA NA 1 2
"tu" "kd" 125 NA 3 1 NA NA
"tu" "p" 522 NA NA 4 NA 1
"tu" "td" 108 NA NA NA NA 6
"tu" "tu" 3206 1 1 8 1 4
"kd" "kd" 30 12 11 NA NA NA
"ku" "kd" 220 5 12 3 1 NA
"ku" "ku" 1212 7 6 14 2 2
"p" "kd" 464 8 33 17 NA NA
"p" "ku" 1573 1 7 17 1 3
"p" "p" 5406 4 26 95 3 3
"td" "kd" 50 NA 35 NA 3 NA
"td" "ku" 44 NA 1 NA 3 NA
"td" "p" 599 NA 22 8 16 NA
"td" "td" 174 NA NA 9 9 NA
"tu" "kd" 103 2 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 493 NA 2 5 NA 1
"tu" "td" 102 NA NA NA NA 9
"tu" "tu" 3133 NA NA 7 1 3
"kd" "kd" 67 8 6 NA NA NA
"ku" "kd" 191 2 15 3 NA NA
"ku" "ku" 1203 9 7 7 2 2
"p" "kd" 502 3 14 22 NA NA
"p" "ku" 1478 1 2 18 1 1
"p" "p" 5540 2 4 116 3 4
"td" "kd" 21 NA NA NA 3 NA
"td" "ku" 38 NA NA NA 3 NA
"td" "p" 655 NA NA 2 31 NA
"td" "td" 199 NA NA NA 4 3
"tu" "kd" 110 NA NA 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 456 NA NA 5 NA NA
"tu" "td" 52 NA NA NA NA 9
"tu" "tu" 3112 NA NA 11 1 4
"kd" "kd" 24 6 11 NA NA NA
"ku" "kd" 184 3 22 3 NA 1
"ku" "ku" 1292 8 16 13 1 3
"p" "kd" 476 3 39 33 NA 2
"p" "ku" 1582 8 11 26 1 1
"p" "p" 5245 13 14 129 3 3
"td" "kd" 42 NA 6 NA NA NA
"td" "ku" 40 NA NA 1 2 NA
"td" "p" 661 NA 2 9 19 NA
"td" "td" 148 NA NA NA 14 4
"tu" "kd" 97 NA 7 2 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 530 NA 2 3 NA NA
"tu" "td" 121 NA NA NA 1 3
"tu" "tu" 3036 1 NA 8 1 NA
"kd" "kd" 49 9 12 3 NA NA
"ku" "kd" 233 7 13 7 NA NA
"ku" "ku" 1176 12 11 18 5 4
"p" "kd" 498 8 35 21 NA NA
"p" "ku" 1621 4 6 18 1 5
"p" "p" 5408 7 17 157 4 5
"td" "kd" 58 NA 4 3 NA NA
"td" "ku" 37 NA NA NA NA NA
"td" "p" 643 NA 1 13 36 NA
"td" "td" 100 NA NA NA NA 5
"tu" "kd" 98 NA 9 3 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 522 NA 2 11 NA 2
"tu" "td" 112 NA NA 1 NA 6
"tu" "tu" 3167 NA NA 17 NA 3
"kd" "kd" 55 13 18 10 NA NA
"ku" "kd" 260 3 33 10 NA NA
"ku" "ku" 1312 15 12 9 2 NA
"p" "kd" 498 9 38 29 NA NA
"p" "ku" 1640 7 5 14 NA 1
"p" "p" 5187 5 19 110 2 2
"td" "kd" 26 NA NA NA NA NA
"td" "ku" 18 NA NA NA 1 NA
"td" "p" 622 NA NA 16 41 NA
"td" "td" 220 NA NA NA 2 NA
"tu" "kd" 87 NA 2 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 513 NA 1 8 NA 1
"tu" "td" 87 NA NA NA NA 4
"tu" "tu" 3064 1 NA 10 1 1
"kd" "kd" 30 NA 50 56 NA NA
"ku" "kd" 210 3 29 19 NA NA
"ku" "ku" 1206 10 14 15 2 1
"p" "kd" 537 29 29 61 NA NA
"p" "ku" 1549 11 9 27 1 NA
"p" "p" 5348 5 21 131 4 1
"td" "kd" 62 NA NA NA NA NA
"td" "ku" 52 NA NA NA 1 NA
"td" "p" 671 NA NA 4 19 NA
"td" "td" 129 NA NA NA NA 1
"tu" "kd" 102 NA 2 NA NA NA
"tu" "p" 474 NA NA 8 NA 3
"tu" "td" 117 NA NA 2 NA 9
"tu" "tu" 3044 NA 2 7 1 9
"kd" "kd" 28 29 43 3 NA NA
"ku" "kd" 220 16 34 4 NA NA
"ku" "ku" 1208 15 19 8 2 2
"p" "kd" 445 19 39 19 NA NA
"p" "ku" 1579 10 5 21 NA 1
"p" "p" 5378 NA 10 137 6 3
"td" "kd" 73 NA 12 NA 6 NA
"td" "ku" 23 NA 2 NA 2 NA
"td" "p" 660 NA 12 3 15 NA
"td" "td" 131 NA NA NA NA 1
"tu" "kd" 100 NA 6 1 NA NA
"tu" "p" 462 NA 1 4 3 3
"tu" "td" 109 NA NA NA NA 6
"tu" "tu" 3326 NA 1 6 4 9
"kd" "kd" 51 8 2 NA NA NA
"ku" "kd" 230 3 28 4 1 NA
"ku" "ku" 1180 14 19 15 1 1
"p" "kd" 515 3 37 11 1 NA
"p" "ku" 1553 7 5 27 NA 1
"p" "p" 5151 6 23 114 NA 2
"td" "kd" 31 NA 10 NA 6 NA
"td" "ku" 50 NA NA NA 3 NA
"td" "p" 644 NA 1 2 21 NA
"td" "td" 164 NA NA NA 11 1
"tu" "kd" 97 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 497 1 1 8 1 1
"tu" "td" 99 NA NA NA NA 6
"tu" "tu" 3077 2 NA 9 2 2
"kd" "kd" 31 26 23 NA NA NA
"ku" "kd" 193 8 25 6 1 NA
"ku" "ku" 1204 10 7 9 2 3
"p" "kd" 413 13 29 7 NA NA
"p" "ku" 1533 1 3 24 NA NA
"p" "p" 5422 3 12 127 1 4
"td" "kd" 49 NA 3 3 NA NA
"td" "ku" 23 NA NA NA NA NA
"td" "p" 656 NA NA 6 25 NA
"td" "td" 182 NA NA NA 1 3
"tu" "kd" 129 1 2 NA NA NA
"tu" "p" 466 1 NA 3 NA 3
"tu" "td" 131 NA NA 1 NA 3
"tu" "tu" 3049 NA NA 15 1 4
"kd" "kd" 44 9 7 NA NA NA
"ku" "kd" 250 6 21 7 NA NA
"ku" "ku" 1302 14 13 9 1 2
"p" "kd" 464 1 21 4 NA NA
"p" "ku" 1716 6 3 18 3 1
"p" "p" 5170 3 30 160 3 NA
"td" "kd" 76 NA 13 12 6 NA
"td" "ku" 43 NA NA NA 1 NA
"td" "p" 661 NA 6 9 22 1
"td" "td" 174 NA NA 12 16 18
"tu" "kd" 112 NA 3 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 489 NA 2 3 1 1
"tu" "td" 113 NA NA 1 NA 3
"tu" "tu" 3266 NA NA 9 1 5
"kd" "kd" 28 5 15 NA NA NA
"ku" "kd" 185 7 14 9 NA NA
"ku" "ku" 1255 10 18 19 1 4
