"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 24 13 21 11 100 5.67
"2" "kukd" 191 0 0 1 NA 75 15 75 15 100 2.55
"3" "kuku" 789 0 0 1 NA 317 26 320 22 100 2.49
"4" "pkd" 416 0 0 1 NA 161 20 160 17 100 2.58
"5" "pku" 870 0 0 1 NA 397 44 398 29 100 2.19
"6" "pp" 10342 0 0 1 NA 1448 45 1458 46 100 7.14
"7" "tdkd" 33 0.0600000000000001 NA 0.94 NA 16 10 14 9 100 2.06
"8" "tdku" 25 0 0 1 NA 8 4 8 4 100 3.12
"9" "tdp" 578 0 0 1 NA 155 16 154 16 100 3.73
"10" "tdtd" 124 0 0 1 NA 33 16 32 16 100 3.76
"11" "tukd" 32 0.3 NA 0.76 NA 29 7 29 6 100 1.1
"12" "tuku" 0 1 NA 0.73 NA 0 1 0 0 100 NA
"13" "tup" 70 0.96 NA 0.04 NA 107 17 110 16 100 0.65
"14" "tutd" 29 0.16 NA 0.86 NA 23 6 22 6 100 1.26
"15" "tutu" 1135 0 0 1 NA 605 32 606 32 100 1.88
