"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 16 10 14 8 100 8.5
"2" "kukd" 159 0 0 1 NA 55 12 56 13 100 2.89
"3" "kuku" 677 0 0 1 NA 242 21 242 22 100 2.8
"4" "pkd" 345 0 0 1 NA 116 17 116 16 100 2.97
"5" "pku" 742 0 0 1 NA 300 27 301 23 100 2.47
"6" "pp" 9190 0 0 1 NA 1096 41 1098 50 100 8.39
"7" "tdkd" 27 0.01 NA 0.99 NA 11 6 11 6 100 2.45
"8" "tdku" 23 0 0 1 NA 6 3 5 3 100 3.83
"9" "tdp" 538 0 0 1 NA 115 13 115 12 100 4.68
"10" "tdtd" 100 0.01 NA 0.99 NA 22 19 18 16 100 4.55
"11" "tukd" 23 0.32 NA 0.77 NA 20 6 19 6 100 1.15
"12" "tuku" 0 1 NA 0.7 NA 0 1 0 0 100 NA
"13" "tup" 107 0 0 1 NA 77 14 78 13 100 1.39
"14" "tutd" 22 0.17 NA 0.88 NA 17 5 16 4 100 1.29
"15" "tutu" 915 0 0 1 NA 458 28 456 27 100 2
