"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 204 0 0 1 NA 55 20 51 16 100 3.71
"2" "kukd" 399 0 0 1 NA 212 24 210 22 100 1.88
"3" "kuku" 1873 0 0 1 NA 1058 52 1057 47 100 1.77
"4" "pkd" 901 0 0 1 NA 454 29 454 31 100 1.98
"5" "pku" 2031 0 0 1 NA 1332 105 1344 92 100 1.52
"6" "pp" 16685 0 0 1 NA 4624 89 4622 97 100 3.61
"7" "tdkd" 82 0.03 NA 0.97 NA 55 16 56 14 100 1.49
"8" "tdku" 65 0 0 1 NA 33 9 34 8 100 1.97
"9" "tdp" 1082 0 0 1 NA 589 34 588 35 100 1.84
"10" "tdtd" 221 0.13 NA 0.88 NA 160 50 160 53 100 1.38
"11" "tukd" 99 0.33 NA 0.69 NA 95 12 94 12 100 1.04
"12" "tuku" 1 0.64 NA 0.67 NA 1 2 1 1 100 1
"13" "tup" 497 0 0 1 NA 405 28 405 27 100 1.23
"14" "tutd" 102 0.47 NA 0.58 NA 100 16 100 14 100 1.02
"15" "tutu" 3575 0 0 1 NA 2494 89 2484 85 100 1.43
