"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 188 0 0 1 NA 46 17 43 13 100 4.09
"2" "kukd" 350 0 0 1 NA 172 22 170 19 100 2.03
"3" "kuku" 1567 0 0 1 NA 853 48 856 44 100 1.84
"4" "pkd" 800 0 0 1 NA 373 23 370 26 100 2.14
"5" "pku" 1701 0 0 1 NA 1048 100 1058 68 100 1.62
"6" "pp" 15175 0 0 1 NA 3661 87 3662 77 100 4.15
"7" "tdkd" 74 0.07 NA 0.94 NA 47 16 46 17 100 1.57
"8" "tdku" 52 0 0 1 NA 26 8 26 7 100 2
"9" "tdp" 949 0 0 1 NA 461 29 457 30 100 2.06
"10" "tdtd" 175 0.07 NA 0.93 NA 112 38 105 39 100 1.56
"11" "tukd" 75 0.51 NA 0.54 NA 74 12 75 12 100 1.01
"12" "tuku" 1 0.58 NA 0.72 NA 1 2 1 1 100 1
"13" "tup" 375 0.02 NA 0.98 NA 314 25 310 22 100 1.19
"14" "tutd" 76 0.49 NA 0.52 NA 77 13 75 10 100 0.99
"15" "tutu" 2807 0 0 1 NA 1863 76 1854 71 100 1.51
