"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 56 17 54 17 100 3.73
"2" "kukd" 421 0 0 1 NA 225 26 230 24 100 1.87
"3" "kuku" 1995 0 0 1 NA 1160 64 1160 68 100 1.72
"4" "pkd" 944 0 0 1 NA 487 26 485 24 100 1.94
"5" "pku" 2181 0 0 1 NA 1454 108 1460 75 100 1.5
"6" "pp" 17339 0 0 1 NA 5071 108 5058 131 100 3.42
"7" "tdkd" 84 0.11 NA 0.9 NA 61 19 60 18 100 1.38
"8" "tdku" 71 0 0 1 NA 36 9 36 9 100 1.97
"9" "tdp" 1154 0 0 1 NA 646 38 646 39 100 1.79
"10" "tdtd" 225 0.11 NA 0.89 NA 170 44 170 47 100 1.32
"11" "tukd" 103 0.41 NA 0.61 NA 99 15 99 15 100 1.04
"12" "tuku" 1 0.58 NA 0.7 NA 1 2 1 1 100 1
"13" "tup" 547 0.02 NA 0.99 NA 444 46 447 30 100 1.23
"14" "tutd" 114 0.55 NA 0.49 NA 114 16 115 15 100 1
"15" "tutu" 3978 0 0 1 NA 2828 92 2826 100 100 1.41
