"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 55 17 53 16 100 3.8
"2" "kukd" 414 0 0 1 NA 217 32 218 22 100 1.91
"3" "kuku" 1935 0 0 1 NA 1108 59 1112 48 100 1.75
"4" "pkd" 924 0 0 1 NA 466 30 465 30 100 1.98
"5" "pku" 2103 0 0 1 NA 1387 75 1382 69 100 1.52
"6" "pp" 17027 0 0 1 NA 4831 106 4828 99 100 3.52
"7" "tdkd" 84 0.0600000000000001 NA 0.94 NA 60 16 59 15 100 1.4
"8" "tdku" 70 0 0 1 NA 35 9 35 9 100 2
"9" "tdp" 1111 0 0 1 NA 627 32 629 30 100 1.77
"10" "tdtd" 223 0.12 NA 0.88 NA 167 40 161 43 100 1.34
"11" "tukd" 102 0.34 NA 0.72 NA 94 13 94 13 100 1.09
"12" "tuku" 1 0.68 NA 0.69 NA 1 2 1 1 100 1
"13" "tup" 521 0 0 1 NA 426 43 428 36 100 1.22
"14" "tutd" 110 0.53 NA 0.5 NA 108 20 110 19 100 1.02
"15" "tutu" 3800 0 0 1 NA 2666 80 2669 76 100 1.43
