"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0 0 1 NA 23 4 24 4 50 1.43
"2" "kukd" 305 0 0 1 NA 200 20 198 19 50 1.52
"3" "kuku" 1719 0 0 1 NA 1146 56 1150 63 50 1.5
"4" "pkd" 538 0 0 1 NA 409 22 409 24 50 1.32
"5" "pku" 2067 0 0 1 NA 1552 96 1550 90 50 1.33
"6" "pp" 6202 0 0 1 NA 4742 93 4758 85 50 1.31
"7" "tdkd" 35 0.38 NA 0.7 NA 33 6 34 4 50 1.06
"8" "tdku" 52 0.1 NA 0.96 NA 40 10 40 12 50 1.3
"9" "tdp" 545 0.18 NA 0.82 NA 524 22 522 25 50 1.04
"10" "tdtd" 44 0.58 NA 0.5 NA 45 6 44 5 50 0.98
"11" "tukd" 102 0.64 NA 0.38 NA 106 13 106 12 50 0.96
"12" "tuku" 1 0.74 NA 0.72 NA 1 1 1 1 50 1
"13" "tup" 541 0.14 NA 0.86 NA 501 47 508 30 50 1.08
"14" "tutd" 114 0.62 NA 0.44 NA 120 16 120 16 50 0.95
"15" "tutu" 4146 0 0 1 NA 3015 96 3018 113 50 1.38
