"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 47 18 46 19 100 4.28
"2" "kukd" 365 0 0 1 NA 186 21 185 19 100 1.96
"3" "kuku" 1646 0 0 1 NA 905 56 904 67 100 1.82
"4" "pkd" 826 0 0 1 NA 391 34 390 30 100 2.11
"5" "pku" 1786 0 0 1 NA 1129 69 1126 70 100 1.58
"6" "pp" 15595 0 0 1 NA 3908 92 3916 94 100 3.99
"7" "tdkd" 76 0.07 NA 0.93 NA 52 16 51 16 100 1.46
"8" "tdku" 56 0 0 1 NA 27 8 27 9 100 2.07
"9" "tdp" 995 0 0 1 NA 494 31 496 28 100 2.01
"10" "tdtd" 186 0.05 NA 0.96 NA 123 35 122 37 100 1.51
"11" "tukd" 86 0.31 NA 0.72 NA 80 13 80 13 100 1.07
"12" "tuku" 1 0.48 NA 0.8 NA 1 2 0 0 100 1
"13" "tup" 411 0 0 1 NA 337 32 337 28 100 1.22
"14" "tutd" 82 0.57 NA 0.44 NA 85 15 84 16 100 0.96
"15" "tutu" 3014 0 0 1 NA 2016 78 2012 76 100 1.5
