"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 45 0 0 1 NA 20 7 20 6 100 2.25
"2" "kukd" 100 0 0 1 NA 56 10 57 9 100 1.79
"3" "kuku" 113 0 0 1 NA 66 11 64 11 100 1.71
"4" "pkd" 94 0 0 1 NA 31 7 31 7 100 3.03
"5" "pku" 105 0 0 1 NA 58 14 59 14 100 1.81
"6" "pp" 3363 0 0 1 NA 130 14 128 13 100 25.87
"7" "tdkd" 1 0.45 NA 0.85 NA 1 1 0 0 100 1
"8" "tdku" 0 1 NA 0.81 NA 0 0 0 0 100 NA
"9" "tdp" 38 0 0 1 NA 14 5 15 4 100 2.71
"10" "tdtd" 17 0.13 NA 0.89 NA 11 5 11 4 100 1.55
"11" "tukd" 0 1 NA 0.67 NA 0 1 0 0 100 NA
"12" "tuku" 0 1 NA 0.96 NA 0 0 0 0 100 NA
"13" "tup" 39 0 0 1 NA 5 3 5 3 100 7.8
"14" "tutd" 11 0.31 NA 0.77 NA 9 4 9 4 100 1.22
"15" "tutu" 40 0 0 1 NA 23 5 23 4 100 1.74
