"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 62 19 60 15 100 3.45
"2" "kukd" 438 0 0 1 NA 241 36 240 27 100 1.82
"3" "kuku" 2103 0 0 1 NA 1265 58 1262 56 100 1.66
"4" "pkd" 981 0 0 1 NA 518 43 520 35 100 1.89
"5" "pku" 2297 0 0 1 NA 1579 84 1574 99 100 1.45
"6" "pp" 18008 0 0 1 NA 5466 126 5478 133 100 3.29
"7" "tdkd" 88 0.07 NA 0.93 NA 60 17 59 15 100 1.47
"8" "tdku" 76 0 0 1 NA 38 10 37 7 100 2
"9" "tdp" 1205 0 0 1 NA 690 37 689 38 100 1.75
"10" "tdtd" 231 0.1 NA 0.91 NA 172 48 164 45 100 1.34
"11" "tukd" 111 0.48 NA 0.54 NA 111 14 110 15 100 1
"12" "tuku" 1 0.68 NA 0.55 NA 2 2 1 1 100 0.5
"13" "tup" 583 0.01 NA 0.99 NA 501 34 505 34 100 1.16
"14" "tutd" 123 0.5 NA 0.52 NA 125 19 122 19 100 0.98
"15" "tutu" 4391 0 0 1 NA 3153 110 3140 127 100 1.39
