"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 23 127 672 265 419 2926 16 27 370 40 53 NA 220 45 1486
"2" 36 105 753 335 917 2953 45 11 370 94 66 NA 271 44 1428
"3" 65 141 663 316 834 2850 75 24 354 38 52 NA 231 24 1422
"4" 31 128 642 316 843 3119 27 36 383 65 64 1 230 61 1371
"5" 45 156 682 330 834 2934 23 18 317 70 58 3 254 75 1394
"6" 29 130 604 306 841 2972 45 26 384 90 69 4 207 65 1415
"7" 25 152 720 342 919 3038 51 25 387 80 51 NA 237 67 1406
"8" 59 198 682 344 940 2970 32 7 349 103 41 NA 273 52 1364
"9" 78 154 674 317 893 3033 30 16 342 109 54 NA 239 50 1321
"10" 25 70 663 295 773 2812 58 17 338 90 64 NA 203 35 1459
"11" 70 147 613 313 828 2825 13 22 348 88 63 1 233 46 1452
"12" 46 133 676 306 856 2969 40 19 331 59 65 NA 224 77 1448
"13" 32 153 793 319 941 2909 22 18 335 48 38 1 235 50 1370
"14" 34 150 647 294 722 2874 33 24 326 125 63 NA 256 70 1394
"15" 71 164 651 299 849 2980 41 18 364 81 68 1 242 66 1405
"16" 42 142 702 352 950 2961 38 18 390 95 58 1 247 54 1425
"17" 34 137 646 301 837 2945 37 19 355 129 60 NA 215 63 1441
"18" 50 170 711 387 904 2835 25 17 353 46 81 1 237 65 1480
"19" 27 120 606 318 885 2905 48 24 344 71 51 NA 244 53 1367
"20" 23 151 664 280 847 2824 39 15 389 95 60 1 209 29 1308
"21" 31 123 686 327 831 2918 28 22 330 108 75 1 108 55 1349
"22" 36 133 649 301 924 2955 22 19 359 77 71 1 202 54 1409
"23" 65 141 675 297 749 2879 59 21 320 54 72 1 228 74 1349
"24" 62 142 697 290 898 2899 37 24 353 57 50 1 236 48 1478
"25" 62 129 661 303 785 2820 30 23 352 76 62 NA 234 76 1350
"26" 102 135 692 312 814 2871 21 28 335 79 58 NA 217 58 1343
"27" 48 149 761 307 888 2790 64 24 354 88 54 NA 227 65 1428
"28" 53 117 712 276 941 3043 17 16 363 56 64 NA 249 56 1473
"29" 20 125 686 270 824 2806 28 25 340 85 40 NA 240 43 1347
"30" 59 103 665 303 846 2939 21 23 343 79 58 NA 243 52 1348
"31" 58 147 632 156 794 2902 53 13 360 54 51 3 247 70 1477
"32" 35 125 696 295 709 2947 31 27 381 113 56 NA 229 56 1291
"33" 37 121 695 298 870 2956 44 20 354 100 53 NA 245 65 1294
"34" 26 151 638 301 935 2968 43 20 323 98 57 1 237 56 1501
"35" 40 145 670 286 865 2997 26 24 310 158 51 NA 257 43 1395
"36" 72 153 664 314 761 2922 25 5 362 51 52 1 244 50 1294
"37" 37 118 689 304 946 2986 60 23 354 45 60 NA 241 69 1415
"38" 55 153 667 316 870 2957 48 20 362 68 51 NA 223 56 1333
"39" 4 117 757 327 995 3013 27 28 367 77 51 NA 273 53 1536
"40" 49 155 737 290 834 2907 43 21 376 74 44 NA 235 49 1283
"41" 36 144 665 322 852 2924 57 24 349 125 59 1 227 34 1469
"42" 21 136 610 291 795 2914 35 29 295 118 46 2 223 52 1308
"43" 33 144 673 311 883 2788 55 29 353 80 71 NA 209 57 1411
"44" 43 146 684 292 807 2907 34 21 339 50 74 NA 224 36 1385
"45" 20 166 585 300 693 2898 34 20 345 24 60 NA 249 65 1369
"46" 50 157 672 303 841 2877 34 23 359 103 75 NA 216 52 1332
"47" 21 129 664 320 823 2816 36 25 331 108 51 NA 223 53 1403
"48" 23 162 660 261 829 3032 29 21 356 52 55 NA 243 69 1254
"49" 48 159 663 314 815 2948 30 17 366 72 50 NA 252 57 1350
"50" 18 122 602 313 698 2793 41 25 364 125 66 NA 285 51 1469
"51" 31 129 693 318 786 2867 17 28 369 59 77 1 227 64 1297
"52" 24 62 603 280 815 2813 35 22 373 71 72 NA 233 47 1340
"53" 33 135 663 299 891 3021 37 25 314 59 55 NA 200 59 1392
"54" 28 155 721 329 808 2911 66 28 379 70 54 NA 201 79 1386
"55" 28 132 679 306 790 2827 23 23 354 72 61 NA 240 56 1524
"56" 25 153 733 276 831 2943 27 22 374 122 56 1 224 60 1349
"57" 37 165 762 303 825 3049 24 17 306 82 62 3 222 43 1412
"58" 31 155 672 296 837 2890 48 19 340 70 53 3 239 75 1398
