"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
2 51 116 41 96 330 8 3 47 19 19 1 43 14 190
5 36 128 51 44 278 7 3 51 20 11 2 58 14 146
10 46 142 45 90 294 2 2 42 9 19 NA 50 12 139
11 40 150 62 98 276 7 1 49 13 15 1 42 14 180
30 52 139 29 91 342 8 5 45 16 22 1 34 17 137
12 54 145 54 90 320 13 1 42 14 9 NA 41 17 165
21 42 135 46 113 312 13 6 60 26 14 NA 20 14 174
11 61 122 68 79 296 16 5 60 20 12 NA 45 5 177
6 33 94 54 75 335 3 6 55 22 21 NA 45 5 182
16 51 137 55 124 300 10 3 49 18 19 3 23 15 177
16 54 145 56 103 331 9 9 39 10 8 NA 43 11 174
13 45 143 53 105 278 10 3 37 12 16 NA 50 9 153
16 52 175 65 91 328 5 7 45 23 10 NA 18 7 155
6 54 123 49 100 307 11 5 43 10 17 NA 40 8 190
20 47 131 69 98 310 11 9 50 21 19 1 67 11 161
27 49 141 66 90 301 3 9 44 15 15 2 35 4 183
15 50 122 66 92 348 9 3 49 9 11 NA 62 11 155
14 52 109 48 92 273 2 2 56 9 13 NA 46 11 154
11 48 136 55 114 330 19 13 46 13 11 NA 48 14 138
21 59 165 65 95 331 8 1 50 21 15 2 25 15 163
9 37 135 65 102 291 10 7 40 27 12 NA 72 6 172
8 48 134 45 105 291 9 5 50 16 14 NA 58 10 161
21 53 138 67 103 311 3 5 63 18 16 NA 52 9 152
6 46 139 29 119 279 8 6 37 20 15 NA 49 15 159
23 45 94 64 99 318 4 2 40 14 23 NA 36 9 149
9 37 133 60 78 278 9 7 44 13 23 NA 20 7 159
7 46 138 73 92 335 5 5 46 17 17 2 47 10 182
17 69 142 50 117 301 7 2 45 17 14 1 22 17 168
14 38 147 65 116 304 19 1 41 8 13 2 46 9 139
9 39 128 33 104 290 2 3 47 21 13 NA 24 9 150
13 36 125 56 118 322 8 3 49 19 13 NA 38 9 165
20 45 154 68 105 319 13 11 61 15 10 NA 41 8 169
5 28 104 54 82 314 3 2 43 13 19 NA 39 10 159
16 54 129 66 100 267 5 1 40 15 8 1 37 12 171
9 51 134 54 79 339 5 2 57 24 20 2 53 17 187
9 51 122 60 94 304 7 11 39 15 12 NA 21 16 175
16 60 122 60 109 302 10 2 47 23 6 NA 48 8 150
10 46 152 75 109 306 13 7 51 16 11 NA 52 7 144
13 61 159 60 81 247 12 4 54 16 19 NA 61 13 171
7 33 112 61 102 307 4 10 56 38 19 NA 38 16 155
19 46 151 45 112 285 11 8 44 25 8 NA 29 20 163
18 46 133 57 115 284 16 3 42 22 13 1 39 14 144
9 34 137 57 93 263 9 5 54 19 7 NA 39 3 173
13 54 124 55 91 352 7 6 69 23 15 NA 65 10 156
20 45 141 48 104 339 8 5 47 21 7 NA 58 11 165
8 57 127 50 76 247 12 6 53 10 9 NA 46 10 178
17 60 137 56 121 285 19 5 64 11 6 NA 32 16 192
12 39 113 56 110 332 3 7 37 11 14 1 52 12 176
6 55 149 57 138 301 13 5 56 22 16 NA 59 9 184
8 30 118 41 138 348 14 2 58 20 15 NA 38 10 179
