"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 15 9 14 10 100 9
"2" "kukd" 126 0 0 1 NA 39 9 39 10 100 3.23
"3" "kuku" 489 0 0 1 NA 167 16 167 16 100 2.93
"4" "pkd" 291 0 0 1 NA 83 14 84 14 100 3.51
"5" "pku" 530 0 0 1 NA 205 25 206 24 100 2.59
"6" "pp" 7762 0 0 1 NA 747 36 749 39 100 10.39
"7" "tdkd" 11 0.28 NA 0.75 NA 9 8 7 6 100 1.22
"8" "tdku" 13 0 0 1 NA 4 3 3 3 100 3.25
"9" "tdp" 450 0 0 1 NA 72 12 70 11 100 6.25
"10" "tdtd" 98 0 0 1 NA 12 15 9 8 100 8.17
"11" "tukd" 15 0.49 NA 0.61 NA 15 5 14 4 100 1
"12" "tuku" 0 1 NA 0.86 NA 0 0 0 0 100 NA
"13" "tup" 75 0 0 1 NA 51 10 53 9 100 1.47
"14" "tutd" 13 0.23 NA 0.85 NA 10 4 10 4 100 1.3
"15" "tutu" 636 0 0 1 NA 299 23 296 22 100 2.13
