"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 188 0 0 1 NA 45 16 44 16 100 4.18
"2" "kukd" 350 0 0 1 NA 171 27 172 21 100 2.05
"3" "kuku" 1567 0 0 1 NA 837 54 834 53 100 1.87
"4" "pkd" 800 0 0 1 NA 372 29 366 28 100 2.15
"5" "pku" 1701 0 0 1 NA 1038 78 1046 59 100 1.64
"6" "pp" 15175 0 0 1 NA 3672 100 3662 91 100 4.13
"7" "tdkd" 74 0.05 NA 0.95 NA 47 16 46 17 100 1.57
"8" "tdku" 52 0 0 1 NA 26 7 27 7 100 2
"9" "tdp" 949 0 0 1 NA 461 35 460 27 100 2.06
"10" "tdtd" 175 0.0600000000000001 NA 0.94 NA 106 33 97 27 100 1.65
"11" "tukd" 75 0.51 NA 0.56 NA 74 10 75 10 100 1.01
"12" "tuku" 1 0.52 NA 0.84 NA 1 1 1 1 100 1
"13" "tup" 375 0 0 1 NA 306 33 304 27 100 1.23
"14" "tutd" 76 0.57 NA 0.43 NA 79 14 80 14 100 0.96
"15" "tutu" 2807 0 0 1 NA 1871 79 1879 93 100 1.5
