"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 38 83 389 211 463 1719 26 19 212 51 43 1 134 30 841
"2" 29 84 369 187 482 1737 11 13 185 37 34 NA 141 34 778
"3" 48 99 457 202 565 1792 14 3 178 22 26 NA 131 37 715
"4" 23 85 390 221 485 1838 24 17 185 30 25 NA 126 19 764
"5" 27 101 359 171 485 1734 31 9 176 71 41 NA 123 27 771
"6" 29 100 411 196 425 1749 20 13 209 64 38 NA 136 17 790
"7" 14 112 390 212 445 1762 15 17 207 15 25 NA 125 25 770
"8" 30 119 416 204 509 1797 22 13 198 66 35 NA 150 29 710
"9" 35 97 364 193 519 1827 44 3 208 54 36 1 155 40 780
"10" 10 75 394 211 503 1730 9 14 168 58 37 NA 145 21 793
"11" 12 65 421 156 509 1801 26 5 224 77 40 NA 126 39 820
"12" 28 84 427 160 492 1697 40 14 202 48 42 NA 150 34 740
"13" 30 82 414 218 564 1714 14 9 201 59 36 NA 120 22 742
"14" 27 87 387 179 474 1772 31 11 202 60 40 4 112 26 712
"15" 31 89 333 186 491 1820 18 10 194 21 39 NA 123 29 775
"16" 63 98 418 179 457 1760 16 12 235 34 45 NA 166 34 792
"17" 13 87 368 210 462 1803 32 11 178 27 33 1 150 32 741
"18" 11 74 353 196 520 1841 8 19 180 9 28 NA 107 32 731
"19" 22 74 387 176 427 1856 24 13 230 62 43 1 122 28 797
"20" 12 90 394 216 460 1725 26 11 189 44 37 1 136 11 791
"21" 16 89 402 183 420 1634 23 11 205 64 27 1 140 33 756
"22" 38 80 355 201 540 1776 26 13 192 16 39 NA 112 31 796
"23" 28 74 416 207 511 1713 16 10 186 48 39 NA 102 21 772
"24" 37 89 418 209 497 1827 27 10 195 41 39 NA 137 29 802
"25" 14 83 402 208 451 1730 16 5 190 35 31 1 128 40 678
"26" 20 84 464 190 443 1804 24 15 170 22 52 NA 118 30 792
"27" 27 77 391 193 485 1724 6 5 203 37 31 NA 117 29 772
"28" 17 81 398 189 485 1811 19 7 193 30 31 NA 142 34 760
"29" 45 91 349 167 438 1716 18 10 201 34 39 NA 124 12 647
"30" 7 80 394 173 496 1772 42 16 198 102 35 NA 112 35 743
"31" 14 92 339 214 458 1815 5 11 191 20 31 NA 117 30 697
"32" 37 90 431 194 483 1738 13 6 190 38 31 NA 143 27 858
"33" 25 93 417 166 484 1697 18 10 195 21 30 4 109 41 813
"34" 48 109 378 191 482 1782 24 6 179 49 31 NA 156 42 749
"35" 33 87 385 200 524 1754 17 10 158 48 36 NA 125 47 766
"36" 29 103 423 177 452 1724 44 7 208 34 46 NA 129 13 780
"37" 14 92 407 178 459 1745 8 6 196 40 47 NA 103 38 720
"38" 29 104 398 203 492 1788 11 7 180 40 30 NA 132 22 734
"39" 21 106 477 197 606 1722 33 16 181 37 29 2 144 29 803
"40" 28 106 468 164 475 1683 22 10 224 30 41 NA 155 30 777
"41" 26 110 369 173 467 1823 14 12 167 58 34 NA 123 25 706
"42" 13 70 376 160 235 1826 23 6 194 32 30 1 138 43 769
"43" 33 83 425 185 470 1748 13 10 209 28 43 3 138 24 758
"44" 59 116 406 229 503 1788 18 12 208 34 38 1 148 23 778
"45" 31 92 418 154 464 1682 12 5 188 50 30 NA 147 38 802
"46" 19 96 368 188 477 1794 38 7 195 109 42 NA 167 21 822
"47" 29 104 390 245 499 1815 13 9 183 28 41 NA 147 31 742
"48" 24 86 423 192 462 1783 21 19 204 25 28 NA 118 50 766
"49" 34 114 418 193 526 1676 21 11 209 25 28 NA 111 26 751
"50" 3 58 369 172 449 1827 20 5 194 48 39 1 146 28 745
"51" 28 109 400 199 503 1897 16 11 183 33 52 1 139 36 678
"52" 37 82 371 203 537 1817 30 12 213 55 34 NA 141 31 739
"53" 17 89 368 188 464 1723 36 11 160 41 32 NA 140 29 740
"54" 20 87 433 162 514 1723 36 10 172 49 28 NA 114 24 768
"55" 22 73 363 190 432 1685 14 8 198 30 41 3 128 36 771
"56" 23 94 385 170 472 1714 17 10 186 56 33 3 163 28 809
"57" 22 92 382 155 517 1730 9 11 189 48 39 NA 121 27 776
"58" 40 115 448 195 488 1754 14 9 227 71 37 2 146 45 784
"59" 29 83 432 178 504 1762 24 20 195 18 35 NA 155 38 750
"60" 49 85 353 173 440 1718 53 9 190 26 31 NA 144 24 748
"61" 7 94 408 185 508 1731 22 15 204 47 35 NA 157 15 742
"62" 24 92 426 215 523 1784 23 15 196 75 45 1 144 28 765
"63" 11 85 449 163 514 1717 14 14 204 81 41 NA 133 25 706
"64" 32 86 400 183 459 1791 4 14 184 27 46 NA 128 26 771
"65" 31 91 360 181 453 1671 3 15 200 40 25 NA 136 37 813
"66" 19 91 367 168 469 1764 14 8 150 33 31 2 126 31 785
