"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 142 0 0 1 NA 28 14 25 13 2000 5.07
"2" "kukd" 208 0 0 1 NA 89 16 89 15 2000 2.34
"3" "kuku" 908 0 0 1 NA 395 29 394 30 2000 2.3
"4" "pkd" 484 0 0 1 NA 193 20 193 18 2000 2.51
"5" "pku" 995 0 0 1 NA 489 46 492 36 2000 2.03
"6" "pp" 11218 0 0 1 NA 1758 54 1758 53 2000 6.38
"7" "tdkd" 36 0.093 NA 0.9165 NA 22 11 20 9 2000 1.64
"8" "tdku" 27 0.00149999999999995 0.0224999999999992 0.999 NA 11 4 11 4 2000 2.45
"9" "tdp" 620 0 0 1 NA 193 19 193 18 2000 3.21
"10" "tdtd" 124 0.003 NA 0.9975 NA 41 22 36 19 2000 3.02
"11" "tukd" 39 0.3195 NA 0.7265 NA 35 8 35 7 2000 1.11
"12" "tuku" 0 1 NA 0.716 NA 0 1 0 0 2000 NA
"13" "tup" 170 0.00949999999999995 NA 0.9915 NA 132 18 133 15 2000 1.29
"14" "tutd" 37 0.142 NA 0.8865 NA 29 7 29 7 2000 1.28
"15" "tutu" 1371 0 0 1 NA 766 42 767 40 2000 1.79
