"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 38 18 35 16 100 4.74
"2" "kukd" 266 0 0 1 NA 126 21 128 19 100 2.11
"3" "kuku" 1216 0 0 1 NA 613 42 612 39 100 1.98
"4" "pkd" 653 0 0 1 NA 271 30 270 27 100 2.41
"5" "pku" 1320 0 0 1 NA 754 56 753 55 100 1.75
"6" "pp" 13269 0 0 1 NA 2631 67 2624 67 100 5.04
"7" "tdkd" 61 0.01 NA 0.99 NA 32 13 32 16 100 1.91
"8" "tdku" 38 0 0 1 NA 17 6 17 6 100 2.24
"9" "tdp" 766 0 0 1 NA 312 25 314 23 100 2.46
"10" "tdtd" 157 0.02 NA 0.98 NA 72 28 70 27 100 2.18
"11" "tukd" 53 0.55 NA 0.49 NA 53 12 54 11 100 1
"12" "tuku" 0 1 NA 0.61 NA 1 1 0 0 100 0
"13" "tup" 266 0.03 NA 0.97 NA 207 32 212 21 100 1.29
"14" "tutd" 52 0.48 NA 0.59 NA 49 11 51 9 100 1.06
"15" "tutu" 2005 0 0 1 NA 1241 56 1241 54 100 1.62
