"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 31 14 28 14 100 5.81
"2" "kukd" 250 0 0 1 NA 114 18 115 17 100 2.19
"3" "kuku" 1096 0 0 1 NA 540 35 537 36 100 2.03
"4" "pkd" 604 0 0 1 NA 245 26 245 21 100 2.47
"5" "pku" 1185 0 0 1 NA 665 58 671 50 100 1.78
"6" "pp" 12534 0 0 1 NA 2346 64 2342 57 100 5.34
"7" "tdkd" 44 0.05 NA 0.96 NA 26 10 26 11 100 1.69
"8" "tdku" 35 0.01 NA 0.99 NA 15 6 15 4 100 2.33
"9" "tdp" 703 0 0 1 NA 262 24 263 24 100 2.68
"10" "tdtd" 142 0 0 1 NA 55 20 56 20 100 2.58
"11" "tukd" 49 0.47 NA 0.57 NA 48 9 48 7 100 1.02
"12" "tuku" 0 1 NA 0.63 NA 1 1 0 0 100 0
"13" "tup" 235 0.02 NA 0.98 NA 185 23 185 19 100 1.27
"14" "tutd" 48 0.21 NA 0.79 NA 41 11 42 10 100 1.17
"15" "tutu" 1805 0 0 1 NA 1076 51 1072 56 100 1.68
