"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 50 17 50 15 100 4.02
"2" "kukd" 365 0 0 1 NA 185 24 190 17 100 1.97
"3" "kuku" 1646 0 0 1 NA 894 54 894 55 100 1.84
"4" "pkd" 826 0 0 1 NA 394 42 400 28 100 2.1
"5" "pku" 1786 0 0 1 NA 1102 115 1119 62 100 1.62
"6" "pp" 15595 0 0 1 NA 3907 98 3903 101 100 3.99
"7" "tdkd" 76 0.09 NA 0.91 NA 51 15 48 13 100 1.49
"8" "tdku" 56 0 0 1 NA 28 8 28 8 100 2
"9" "tdp" 995 0 0 1 NA 498 30 501 31 100 2
"10" "tdtd" 186 0.0600000000000001 NA 0.95 NA 126 37 124 36 100 1.48
"11" "tukd" 86 0.34 NA 0.68 NA 81 14 81 14 100 1.06
"12" "tuku" 1 0.55 NA 0.76 NA 1 1 1 1 100 1
"13" "tup" 411 0 0 1 NA 329 34 330 30 100 1.25
"14" "tutd" 82 0.53 NA 0.5 NA 82 14 82 13 100 1
"15" "tutu" 3014 0 0 1 NA 2032 88 2028 92 100 1.48
