"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.08 NA 0.94 NA 24 6 24 5 50 1.38
"2" "kukd" 305 0 0 1 NA 196 31 199 19 50 1.56
"3" "kuku" 1719 0 0 1 NA 1140 55 1146 62 50 1.51
"4" "pkd" 538 0 0 1 NA 404 37 413 20 50 1.33
"5" "pku" 2067 0 0 1 NA 1552 84 1538 93 50 1.33
"6" "pp" 6202 0 0 1 NA 4780 94 4772 76 50 1.3
"7" "tdkd" 35 0.52 NA 0.56 NA 34 7 35 4 50 1.03
"8" "tdku" 52 0.16 NA 0.9 NA 38 11 38 10 50 1.37
"9" "tdp" 545 0.24 NA 0.76 NA 526 26 516 17 50 1.04
"10" "tdtd" 44 0.6 NA 0.52 NA 46 7 44 6 50 0.96
"11" "tukd" 102 0.66 NA 0.34 NA 106 14 108 14 50 0.96
"12" "tuku" 1 0.72 NA 0.62 NA 1 2 1 1 50 1
"13" "tup" 541 0.1 NA 0.9 NA 493 35 496 31 50 1.1
"14" "tutd" 114 0.62 NA 0.44 NA 117 18 116 17 50 0.97
"15" "tutu" 4146 0 0 1 NA 3053 107 3054 92 50 1.36
