"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 44 0 0 1 NA 11 4 11 4 100 4
"2" "kukd" 19 0.0600000000000001 NA 0.99 NA 14 3 15 3 100 1.36
"3" "kuku" 15 0.15 NA 0.97 NA 13 1 13 1 100 1.15
"4" "pkd" 153 0 0 1 NA 99 10 100 8 100 1.55
"5" "pku" 28 0.1 NA 0.96 NA 23 5 25 3 100 1.22
"6" "pp" 660 0 0 1 NA 439 10 439 9 100 1.5
"7" "tdkd" 14 0.2 NA 0.83 NA 10 4 10 4 100 1.4
"8" "tdku" 10 0.04 NA 0.97 NA 6 2 6 3 100 1.67
"9" "tdp" 206 0 0 1 NA 166 14 168 12 100 1.24
"10" "tdtd" 24 0.14 NA 0.88 NA 18 5 17 4 100 1.33
"11" "tukd" 5 0.59 NA 0.6 NA 5 2 5 3 100 1
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 15 0.45 NA 0.83 NA 13 4 14 1 100 1.15
"14" "tutd" 5 0.79 NA 0.35 NA 7 3 7 3 100 0.71
"15" "tutu" 9 0.66 NA 1 NA 9 0 9 0 100 1
