"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 45 0.01 NA 1 NA 22 7 22 6 100 2.05
"2" "kukd" 100 0 0 1 NA 55 14 56 14 100 1.82
"3" "kuku" 113 0 0 1 NA 66 11 66 10 100 1.71
"4" "pkd" 94 0 0 1 NA 30 8 31 9 100 3.13
"5" "pku" 105 0 0 1 NA 57 14 55 14 100 1.84
"6" "pp" 3363 0 0 1 NA 130 15 130 16 100 25.87
"7" "tdkd" 1 0.38 NA 0.85 NA 1 1 0 0 100 1
"8" "tdku" 0 1 NA 0.85 NA 0 0 0 0 100 NA
"9" "tdp" 38 0 0 1 NA 14 5 15 4 100 2.71
"10" "tdtd" 17 0.15 NA 0.89 NA 11 4 11 4 100 1.55
"11" "tukd" 0 1 NA 0.62 NA 0 1 0 0 100 NA
"12" "tuku" 0 1 NA 0.95 NA 0 0 0 0 100 NA
"13" "tup" 39 0 0 1 NA 6 3 5 3 100 6.5
"14" "tutd" 11 0.34 NA 0.76 NA 9 4 8 4 100 1.22
"15" "tutu" 40 0 0 1 NA 22 6 21 6 100 1.82
