"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 2 11 79 41 98 381 10 1 31 10 6 NA 34 3 144
"2" 2 15 82 33 107 351 5 NA 36 1 6 NA 25 4 148
"3" 29 28 81 71 104 414 9 2 20 3 7 NA 24 3 152
"4" 15 28 76 40 101 339 NA NA 29 1 6 NA 20 2 144
"5" 18 21 87 53 111 337 1 3 32 18 11 NA 32 4 171
"6" 1 25 78 39 100 338 1 4 29 6 4 NA 20 5 134
"7" 7 17 87 32 114 381 6 1 44 16 10 NA 31 3 147
"8" 7 14 81 44 95 361 2 3 31 6 11 NA 29 1 140
"9" 12 19 96 38 78 382 7 3 50 NA 11 NA 23 4 153
"10" 17 27 84 45 117 409 5 1 43 2 7 NA 21 NA 143
"11" 3 10 82 39 105 377 1 NA 41 7 12 1 28 4 144
"12" 10 20 83 46 100 364 3 1 39 NA 7 NA 35 NA 152
"13" 15 19 62 56 93 400 11 4 41 NA 7 NA 25 2 152
"14" 7 8 68 31 104 397 1 1 29 2 7 NA 10 NA 130
"15" 4 13 73 52 115 335 3 1 27 1 3 NA 32 5 136
"16" 2 15 67 44 88 351 1 3 26 7 2 NA 26 7 169
"17" 2 13 71 43 95 364 9 2 18 1 8 NA 38 4 143
"18" 9 29 83 49 110 362 1 1 33 NA 9 1 18 4 162
"19" 14 32 75 46 102 378 8 1 44 9 4 NA 27 3 144
"20" 12 24 87 40 100 381 7 2 32 6 6 NA 25 6 216
"21" 4 24 81 44 98 346 7 1 31 NA 5 NA 24 2 151
"22" 9 27 75 41 77 363 8 1 31 NA 7 NA 12 3 154
"23" 6 15 97 35 101 374 10 2 20 3 7 NA 34 3 149
"24" 2 20 84 37 97 363 NA NA 33 8 11 NA 23 2 173
"25" 10 31 81 63 93 372 1 3 37 NA 2 NA 23 5 168
"26" 3 6 75 33 99 368 NA 6 38 5 13 NA 12 1 173
"27" 1 8 83 30 53 353 NA 1 26 1 3 NA 13 1 155
"28" 17 32 96 61 85 328 2 1 30 10 11 NA 34 3 165
"29" 7 14 90 36 99 374 7 2 26 3 8 NA 25 5 127
"30" 3 15 75 45 87 369 7 1 32 38 6 NA 35 3 147
"31" 19 29 86 50 120 363 1 NA 36 NA 2 NA 31 5 131
"32" 3 21 105 46 80 392 NA 3 24 NA 5 NA 18 4 143
"33" 18 11 88 50 114 375 1 NA 35 6 10 NA 22 3 128
"34" 6 36 62 57 48 395 NA NA 23 2 4 1 23 3 152
"35" 14 23 75 51 102 413 13 1 25 3 4 NA 27 2 147
"36" 13 29 94 46 107 365 12 1 37 16 8 NA 31 2 140
"37" 15 30 72 42 109 365 NA NA 31 NA 9 NA 21 5 151
"38" 28 15 91 67 110 395 1 NA 25 1 2 NA 10 3 151
"39" 7 15 69 30 83 395 18 7 38 NA 8 NA 13 4 167
"40" 6 21 66 47 108 411 2 1 25 20 7 NA 21 7 148
"41" 12 16 76 50 90 352 1 NA 32 23 8 NA 27 1 158
"42" 2 22 95 51 98 382 3 1 28 3 3 NA 34 3 135
"43" 1 18 84 37 91 354 9 1 33 12 7 NA 28 3 124
"44" 18 31 69 49 84 362 2 3 36 1 5 NA 33 3 144
"45" 11 22 82 51 95 372 6 1 27 2 5 NA 25 5 149
"46" 5 13 89 45 99 376 10 1 30 8 9 NA 22 1 148
"47" 8 18 85 51 51 346 4 NA 22 1 9 NA 25 1 153
"48" 8 20 83 49 98 359 NA 1 24 1 7 NA 26 3 136
"49" 15 19 71 14 98 366 5 3 33 12 14 NA 22 5 164
"50" NA 15 64 42 101 352 3 5 31 NA 8 NA 14 3 134
"51" 38 31 80 52 84 356 NA NA 35 7 6 NA 13 10 141
"52" 5 15 69 47 104 406 4 3 33 4 2 NA 27 4 174
"53" 12 30 80 34 96 346 3 1 41 14 7 NA 41 9 137
"54" 16 16 81 40 108 350 14 2 31 11 6 NA 25 7 170
"55" 1 10 76 33 116 347 NA 3 38 13 5 NA 25 2 165
"56" 5 32 91 44 98 320 NA 1 37 NA 5 NA 24 3 159
"57" 4 24 85 58 117 358 2 NA 30 2 4 NA 13 4 133
"58" 9 20 80 46 83 332 6 5 35 1 5 NA 20 2 137
"59" 5 23 96 42 84 346 6 1 40 2 11 NA 13 4 136
"60" 5 14 80 36 77 353 NA NA 21 1 6 NA 15 3 153
"61" 4 21 84 31 106 387 3 2 31 3 14 NA 32 9 137
"62" 8 29 91 46 101 361 2 3 48 6 5 NA 33 3 153
"63" 1 16 64 35 83 356 NA NA 33 NA 3 NA 17 1 150
"64" 26 26 73 62 90 349 1 1 28 NA 9 NA 22 5 147
"65" 22 39 93 51 94 400 3 1 29 1 10 NA 22 1 156
"66" 12 18 88 50 97 371 2 NA 39 2 3 NA 29 4 144
"67" 14 26 82 50 83 352 7 1 16 22 4 NA 25 3 151
"68" 4 20 77 40 90 400 1 2 20 4 8 NA 27 3 163
"69" 2 11 90 59 109 378 5 1 34 9 6 NA 24 1 131
"70" 6 20 89 35 87 348 3 1 25 18 6 NA 26 1 168
"71" 8 14 75 57 84 380 2 1 26 5 6 NA 24 5 160
"72" 11 33 95 44 108 327 2 5 34 NA 5 NA 27 5 151
"73" 24 32 81 58 91 335 NA 2 31 2 15 NA 31 5 152
"74" 4 23 98 38 100 372 NA 5 22 19 5 NA 25 3 179
"75" 15 35 90 35 65 390 1 NA 28 19 9 NA 32 6 178
"76" 8 18 99 32 110 405 1 2 30 11 9 NA 30 7 134
"77" 4 22 70 39 112 368 4 1 45 NA 7 NA 21 4 132
"78" 8 18 78 22 96 362 3 1 41 5 11 NA 19 4 131
"79" 3 6 76 32 32 366 1 NA 24 6 8 NA 29 5 141
"80" 22 36 84 68 115 343 NA 1 32 1 3 NA 23 5 123
"81" 5 6 83 42 96 358 3 1 30 7 7 NA 24 1 160
"82" 13 20 91 42 81 368 6 1 34 10 5 NA 22 2 163
"83" 43 28 77 59 96 397 5 NA 35 NA 10 NA 28 5 142
"84" 21 32 87 51 113 387 3 3 21 3 5 NA 30 7 150
"85" 4 32 80 35 105 382 NA NA 29 3 9 NA 29 3 187
"86" NA 11 85 41 118 380 1 1 42 4 10 NA 27 5 159
"87" 12 25 79 52 118 334 7 1 32 NA 3 NA 26 6 162
"88" NA 25 81 42 95 319 1 2 28 2 4 NA 18 2 147
"89" 1 10 70 51 99 407 3 2 38 2 7 NA 17 5 120
"90" 4 28 86 42 79 338 1 1 31 1 3 NA 21 3 145
"91" 6 26 95 37 103 373 1 NA 40 2 4 NA 26 5 134
"92" 8 19 78 38 101 367 4 1 38 6 8 NA 17 6 128
"93" 20 26 84 37 123 362 1 1 40 11 5 NA 12 5 153
"94" 19 21 82 61 98 341 1 1 33 8 12 NA 23 3 158
"95" 4 25 80 40 108 354 1 1 31 9 5 NA 26 4 157
"96" 32 33 105 47 102 404 6 1 33 6 3 NA 13 5 146
"97" 1 24 71 30 81 385 3 3 28 17 6 NA 33 7 140
"98" 16 18 79 53 101 394 1 NA 37 26 9 NA 26 1 138
"99" 6 20 86 39 43 371 11 NA 25 18 5 NA 10 3 155
"100" 10 16 85 41 95 384 1 1 32 1 5 NA 28 1 159
"101" 6 25 75 38 78 388 NA NA 34 8 7 NA 33 4 130
"102" 4 21 62 35 90 395 19 5 52 1 7 NA 33 9 149
"103" 10 22 68 43 65 348 2 NA 43 1 5 NA 23 3 161
"104" 15 22 82 59 87 362 2 3 51 NA 10 NA 15 2 168
"105" 1 13 88 54 87 388 13 1 33 11 9 NA 37 1 148
"106" 26 10 75 32 95 358 NA 2 34 3 6 NA 16 2 152
"107" 12 28 90 28 108 355 NA 2 32 NA 10 NA 25 3 155
"108" 10 18 101 50 118 347 4 2 28 1 7 NA 32 1 161
"109" 14 17 72 41 111 369 NA 1 33 NA 5 NA 23 2 173
"110" 1 16 76 39 80 377 5 NA 28 NA 12 NA 30 1 128
"111" NA 9 67 19 118 359 NA 1 34 3 7 NA 26 7 152
"112" 24 33 92 53 101 380 NA 3 36 3 9 NA 22 11 155
"113" 12 16 72 29 82 336 NA 1 50 3 2 NA 27 2 146
"114" 4 23 95 51 100 382 1 1 32 6 7 NA 35 4 185
"115" 10 23 84 33 99 383 6 2 35 NA 5 NA 34 1 155
"116" 4 18 71 41 84 359 4 3 25 NA 13 NA 29 4 156
"117" 1 18 79 41 86 324 8 3 25 19 7 NA 19 1 172
"118" 23 37 74 48 108 404 11 NA 23 1 8 NA 24 5 170
"119" 5 18 85 60 101 395 NA 1 28 3 7 NA 21 4 150
"120" 2 14 69 52 100 378 3 NA 20 2 2 NA 22 6 130
"121" 5 21 71 47 94 355 1 NA 36 1 9 1 24 4 163
"122" 27 34 84 55 97 368 NA 1 33 4 7 NA 19 3 151
"123" 16 19 81 41 89 364 3 2 21 NA 7 NA 24 1 136
"124" 10 18 100 46 98 394 1 1 27 4 2 NA 18 3 145
"125" 10 14 76 35 91 351 2 5 33 24 10 NA 21 1 134
"126" 24 34 92 49 98 395 6 1 35 20 8 NA 21 5 165
"127" 1 27 74 40 101 365 5 2 33 12 7 NA 20 3 133
"128" 6 23 84 42 89 393 NA 1 30 1 8 NA 19 5 149
"129" 1 22 90 38 115 358 2 5 32 5 8 NA 19 1 132
"130" 13 29 74 45 106 379 2 1 37 13 11 1 28 5 150
"131" 8 25 76 34 77 355 NA NA 26 3 9 NA 29 3 159
"132" 4 18 73 47 79 374 NA 2 37 11 10 NA 11 6 149
"133" 1 17 97 54 119 411 8 2 30 8 7 NA 33 3 165
"134" 23 25 76 36 91 352 5 1 35 1 15 1 30 3 160
"135" 2 15 76 41 80 355 14 4 30 2 12 NA 33 5 145
"136" 37 38 95 58 77 355 9 1 29 1 5 NA 28 8 143
"137" 12 19 68 36 83 362 4 NA 37 17 8 NA 26 4 124
"138" NA 10 81 28 106 352 1 NA 42 NA 5 NA 32 5 193
"139" 13 30 76 42 73 379 NA 1 20 4 3 NA 11 6 147
"140" 2 15 54 32 106 339 6 3 28 4 8 NA 23 3 130
"141" 17 27 93 54 109 394 NA 2 32 2 3 NA 13 6 153
"142" 9 23 75 47 94 362 3 3 27 3 5 NA 22 3 149
"143" 3 12 80 51 103 382 7 NA 34 NA 7 NA 29 6 170
"144" 6 26 94 55 92 367 3 3 22 6 7 NA 26 NA 142
"145" 4 13 81 39 96 378 NA 2 33 6 5 NA 29 5 160
"146" 4 20 114 53 112 378 3 2 31 NA 15 NA 23 5 138
"147" 6 19 72 56 114 420 NA 1 30 12 7 NA 29 5 150
"148" 12 22 90 35 100 361 NA 1 23 2 10 NA 24 6 188
"149" 19 16 86 39 103 412 1 1 35 NA 6 NA 20 8 135
"150" 22 35 78 43 103 365 1 3 42 NA 8 NA 36 2 155
"151" 1 25 83 45 99 393 NA 1 38 2 10 NA 19 1 145
"152" 4 14 90 51 120 401 15 5 28 NA 4 NA 26 2 155
"153" 10 7 84 38 97 329 2 1 25 12 6 NA 30 7 155
"154" 18 27 76 41 97 367 1 1 24 3 9 NA 32 3 134
"155" 2 25 51 42 95 369 21 6 26 2 7 NA 9 2 145
"156" 4 8 71 41 95 340 NA 3 33 7 3 NA 26 1 146
"157" 15 31 72 47 85 363 1 2 48 10 11 NA 36 2 154
"158" 13 22 89 51 94 408 3 1 27 5 11 NA 28 1 134
"159" 12 23 78 46 105 339 1 5 37 2 6 NA 16 5 150
"160" 16 18 74 49 90 383 NA 1 32 63 9 NA 30 8 156
"161" 5 7 85 38 105 396 5 3 35 4 5 NA 13 3 166
"162" 8 23 89 48 106 407 1 NA 22 3 2 NA 29 NA 178
"163" 14 25 115 44 117 352 3 1 34 NA 13 NA 23 1 141
"164" 10 28 91 40 99 372 7 3 27 1 11 NA 14 5 168
"165" 10 27 69 44 110 405 1 1 46 23 8 NA 32 3 157
"166" 21 31 80 43 92 389 3 1 33 4 13 NA 23 5 130
"167" NA 12 77 25 91 410 8 3 45 6 9 NA 15 5 141
"168" 12 14 85 36 100 367 2 3 20 1 13 NA 23 NA 144
"169" 3 17 77 47 96 367 11 3 40 2 10 NA 30 1 149
"170" 6 23 74 40 102 329 6 1 47 7 8 1 23 1 151
"171" 5 31 91 42 89 415 4 1 27 NA 9 NA 29 1 150
"172" 13 25 91 44 55 348 2 3 34 30 6 NA 29 7 159
"173" 9 24 77 49 83 328 1 1 35 8 13 NA 26 7 160
"174" 9 21 91 43 83 378 NA 2 27 5 12 NA 12 2 138
"175" 5 16 80 44 95 361 NA 1 29 5 4 NA 19 4 148
"176" 13 32 71 31 111 323 2 3 34 24 6 NA 16 5 148
"177" 2 19 82 40 83 335 1 1 36 1 13 NA 35 3 171
"178" 13 27 83 49 104 339 4 1 28 1 9 NA 25 6 156
"179" 3 16 70 44 104 397 3 3 46 18 11 NA 26 3 128
"180" 2 14 90 37 97 376 NA 1 23 2 4 NA 30 7 176
"181" 3 22 73 47 95 388 NA NA 30 7 6 NA 20 6 135
"182" 11 24 65 69 51 390 2 2 38 9 6 NA 15 3 141
"183" 6 13 68 46 103 323 2 1 41 NA 9 NA 32 5 163
"184" 1 22 75 43 92 393 4 1 27 3 14 NA 29 8 146
"185" 23 28 92 53 121 387 4 1 38 3 5 NA 25 NA 148
"186" 5 23 101 32 84 360 1 1 26 NA 7 NA 25 1 144
"187" 18 26 69 38 110 360 1 1 28 7 6 NA 27 4 143
"188" 8 15 62 41 104 384 NA 1 27 3 3 NA 16 5 154
"189" 17 18 75 49 104 379 NA 1 28 9 7 NA 23 2 174
"190" 1 17 91 46 97 371 3 6 34 2 6 NA 25 5 153
"191" 7 28 78 33 120 379 18 1 26 7 14 NA 29 4 129
"192" 1 12 67 46 103 426 NA 2 26 4 7 NA 21 2 168
"193" NA 25 89 51 96 380 18 5 35 2 7 NA 16 5 120
"194" 8 9 82 43 110 395 7 1 24 NA 14 NA 26 NA 148
"195" 11 19 64 37 85 355 2 NA 20 2 11 NA 28 2 190
"196" 3 26 69 57 94 356 6 NA 35 NA 3 NA 24 6 159
"197" 16 17 97 57 51 365 5 NA 42 NA 5 NA 29 4 133
"198" 14 18 89 57 123 388 2 6 29 NA 7 NA 22 2 114
"199" 8 23 59 36 59 386 4 1 25 2 3 1 17 4 154
"200" 4 20 68 42 96 369 1 3 32 4 5 2 28 3 138
"201" 2 6 66 47 103 344 6 2 32 1 3 2 13 1 130
"202" 3 17 67 25 89 359 8 1 35 14 11 NA 30 5 153
"203" 14 34 98 34 91 362 2 1 34 10 10 NA 21 5 169
"204" 2 31 91 47 95 376 1 1 26 NA 3 NA 21 1 161
"205" 1 13 86 29 79 355 1 1 38 NA 12 1 24 3 148
"206" 18 20 66 51 86 377 6 NA 41 11 6 NA 25 3 156
"207" 4 20 76 37 109 356 3 1 36 1 9 NA 23 1 152
"208" 5 17 93 40 51 396 15 1 52 3 11 NA 12 4 172
"209" 13 27 77 44 87 358 5 NA 35 10 9 NA 33 3 144
"210" 20 36 91 51 95 358 3 3 32 7 5 NA 25 4 158
"211" 9 18 75 35 67 341 7 1 35 17 7 NA 29 6 178
"212" 3 12 79 46 81 384 2 NA 32 2 13 NA 21 3 143
"213" 9 21 92 19 105 353 5 2 30 1 3 NA 28 3 140
"214" 14 30 84 47 45 371 7 3 41 14 9 NA 23 2 147
"215" 13 19 87 48 102 386 NA NA 29 4 7 NA 23 3 159
"216" 12 19 76 54 97 359 4 3 33 NA 4 NA 24 7 163
"217" 5 13 86 44 50 384 3 1 38 6 6 NA 25 3 156
"218" 17 25 90 43 89 313 4 1 35 10 6 NA 19 1 158
"219" 4 16 63 54 98 355 NA NA 25 3 1 NA 13 8 155
"220" 34 28 96 48 84 355 1 2 37 13 9 NA 32 4 166
"221" 4 15 93 37 101 356 2 4 27 1 4 NA 15 5 164
"222" 10 21 82 49 104 389 NA 2 27 1 11 NA 24 3 154
"223" NA 15 88 32 72 374 NA 2 29 13 14 NA 26 3 138
"224" 14 21 59 43 96 358 1 1 43 4 5 NA 25 5 142
"225" 12 23 85 43 102 371 2 1 37 6 2 NA 31 8 180
"226" 1 10 78 39 81 376 1 3 43 1 3 NA 34 7 175
"227" 14 21 81 39 107 343 3 2 25 4 5 NA 33 4 151
"228" 16 39 82 46 102 366 1 NA 36 7 2 NA 32 5 158
"229" NA 22 84 18 93 357 1 1 56 11 7 NA 28 2 142
"230" 11 24 97 42 103 352 3 NA 25 14 8 NA 28 8 172
"231" 16 20 68 54 99 368 NA NA 34 3 11 NA 32 2 112
"232" 3 23 79 45 99 375 3 NA 31 10 10 NA 19 7 176
"233" 9 19 78 49 123 383 1 2 30 17 5 NA 23 10 143
"234" 10 30 104 34 97 335 NA 1 31 9 6 NA 31 5 178
"235" 13 30 83 36 110 393 3 1 38 17 11 NA 22 NA 149
"236" 6 23 70 44 100 352 2 1 33 10 7 NA 33 13 167
"237" 18 23 76 47 90 361 6 1 37 10 3 NA 24 1 149
"238" NA 15 63 52 82 380 2 1 22 2 7 NA 20 5 149
