"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 34 27 23 NA NA NA
"ku" "kd" 214 14 39 1 NA NA
"ku" "ku" 1230 18 29 10 1 2
"p" "kd" 515 5 26 14 NA NA
"p" "ku" 1546 3 3 10 NA 5
"p" "p" 5302 5 12 130 6 3
"td" "kd" 38 NA 4 NA 2 NA
"td" "ku" 39 NA NA NA NA NA
"td" "p" 626 NA NA 10 58 1
"td" "td" 112 NA NA NA 19 NA
"tu" "kd" 91 NA NA 4 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 507 NA NA 5 NA 4
"tu" "td" 113 NA NA NA NA 11
"tu" "tu" 3189 NA NA 10 5 4
"kd" "kd" 34 47 38 32 NA NA
"ku" "kd" 203 15 41 21 NA NA
"ku" "ku" 1182 20 15 18 2 1
"p" "kd" 452 10 55 40 NA NA
"p" "ku" 1628 12 11 26 NA NA
"p" "p" 5303 12 21 149 NA 2
"td" "kd" 48 NA 2 2 10 NA
"td" "ku" 41 NA NA NA 1 NA
"td" "p" 717 NA 1 7 19 NA
"td" "td" 227 NA NA NA NA NA
"tu" "kd" 81 1 5 3 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 488 1 3 5 NA NA
"tu" "td" 110 NA NA NA NA 5
"tu" "tu" 3142 NA 2 5 3 3
"kd" "kd" 43 1 4 NA NA NA
"ku" "kd" 187 1 21 3 NA NA
"ku" "ku" 1230 9 19 7 NA NA
"p" "kd" 491 NA 11 15 NA NA
"p" "ku" 1485 5 3 18 1 1
"p" "p" 5487 3 2 130 9 3
"td" "kd" 49 NA 7 NA NA NA
"td" "ku" 40 NA NA NA NA NA
"td" "p" 701 NA 10 18 39 4
"td" "td" 135 NA NA NA 29 8
"tu" "kd" 102 NA NA 2 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 469 NA 1 6 NA NA
"tu" "td" 107 NA NA 1 NA 13
"tu" "tu" 3029 NA NA 7 3 3
"kd" "kd" 26 20 8 NA NA NA
"ku" "kd" 219 1 22 1 NA NA
"ku" "ku" 1250 9 11 5 1 1
"p" "kd" 460 7 5 11 NA NA
"p" "ku" 1459 6 5 16 NA 1
"p" "p" 5380 1 7 129 5 4
"td" "kd" 79 NA NA NA NA NA
"td" "ku" 40 NA NA NA NA NA
"td" "p" 682 NA NA 6 30 NA
"td" "td" 226 NA NA NA 13 2
"tu" "kd" 66 NA 1 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 461 NA NA 2 NA 2
"tu" "td" 112 NA NA NA NA 10
"tu" "tu" 3196 NA NA 10 4 4
"kd" "kd" 52 1 NA NA NA NA
"ku" "kd" 195 NA 24 NA NA NA
"ku" "ku" 1159 9 12 7 3 NA
"p" "kd" 461 NA 17 9 NA NA
"p" "ku" 1594 5 6 18 3 3
"p" "p" 5428 3 18 98 2 1
"td" "kd" 79 NA NA NA NA NA
"td" "ku" 40 NA NA NA 1 NA
"td" "p" 649 NA NA 3 21 1
"td" "td" 158 NA NA NA 3 11
"tu" "kd" 114 NA 1 2 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 467 NA 3 2 NA NA
"tu" "td" 113 NA NA NA NA 6
"tu" "tu" 3043 NA NA 10 2 3
"kd" "kd" 58 32 5 NA NA NA
"ku" "kd" 203 4 20 4 NA NA
"ku" "ku" 1178 12 5 13 NA NA
"p" "kd" 477 9 35 14 NA NA
"p" "ku" 1535 1 1 21 NA 1
