"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 188 0 0 1 NA 48 17 46 18 100 3.92
"2" "kukd" 350 0 0 1 NA 175 23 178 21 100 2
"3" "kuku" 1567 0 0 1 NA 845 54 850 51 100 1.85
"4" "pkd" 800 0 0 1 NA 375 25 374 24 100 2.13
"5" "pku" 1701 0 0 1 NA 1037 78 1037 62 100 1.64
"6" "pp" 15175 0 0 1 NA 3660 91 3657 84 100 4.15
"7" "tdkd" 74 0.05 NA 0.95 NA 46 15 45 16 100 1.61
"8" "tdku" 52 0 0 1 NA 26 7 26 7 100 2
"9" "tdp" 949 0 0 1 NA 465 28 468 30 100 2.04
"10" "tdtd" 175 0.07 NA 0.93 NA 114 35 108 39 100 1.54
"11" "tukd" 75 0.45 NA 0.62 NA 73 11 74 11 100 1.03
"12" "tuku" 1 0.55 NA 0.78 NA 1 1 1 1 100 1
"13" "tup" 375 0.02 NA 0.99 NA 312 26 312 24 100 1.2
"14" "tutd" 76 0.53 NA 0.49 NA 76 15 77 12 100 1
"15" "tutu" 2807 0 0 1 NA 1870 75 1869 66 100 1.5
