"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
10 19 14 64 26 169 11 6 72 27 28 0 17 24 29
7 18 16 66 31 153 18 4 76 18 21 0 38 21 22
26 18 15 73 29 159 14 3 77 15 24 0 39 26 28
18 11 16 67 26 162 13 1 70 17 31 0 37 19 26
8 18 13 65 16 173 9 1 74 19 25 0 38 26 28
8 14 15 61 29 169 14 7 78 16 13 0 39 13 24
14 17 14 93 25 166 10 1 76 19 26 0 37 19 30
10 8 17 75 14 164 11 2 81 21 20 NA 36 9 31
4 18 14 61 15 163 5 3 73 15 21 0 33 21 24
9 15 17 72 29 171 15 7 89 24 19 0 17 11 30
5 21 16 61 14 153 5 2 85 22 20 NA 31 22 28
12 15 15 69 26 162 11 3 60 13 24 0 36 27 30
15 21 17 67 29 158 7 2 72 20 24 NA 38 21 26
6 16 13 74 13 156 22 3 59 23 23 0 20 20 27
10 8 14 67 32 168 17 2 104 18 18 0 37 21 28
8 20 17 78 14 161 12 6 75 16 20 0 17 19 27
22 9 16 70 13 166 15 4 74 24 24 0 39 9 27
8 21 16 71 26 159 13 5 81 21 13 NA 37 12 28
10 15 15 67 22 155 19 5 82 18 22 0 37 20 26
12 23 15 73 30 167 7 4 82 24 23 0 39 17 23
17 17 15 76 28 157 11 5 79 12 21 0 20 22 25
8 10 16 71 27 177 16 2 92 25 21 0 41 23 28
6 19 18 63 33 159 20 5 81 18 19 0 35 22 26
6 14 14 69 25 165 9 1 94 15 12 NA 35 12 23
13 22 14 65 25 161 15 4 95 20 21 0 35 18 28
19 9 15 95 28 168 4 3 89 12 24 0 39 20 22
17 15 17 73 29 166 12 6 88 5 26 0 34 10 30
16 18 15 63 29 158 15 5 82 17 25 0 41 21 24
15 18 16 71 26 154 15 3 75 21 19 0 35 23 28
16 15 17 72 25 165 14 3 65 21 21 0 21 12 29
8 15 16 37 29 155 5 7 95 16 9 0 37 15 30
11 16 14 73 23 162 15 5 80 29 19 NA 38 23 27
9 14 14 77 29 169 14 7 77 22 24 0 37 20 25
13 15 15 71 14 159 12 3 73 20 27 0 37 18 26
12 22 15 68 29 154 15 2 71 23 10 0 36 18 24
10 18 13 55 27 155 17 5 72 10 10 0 33 21 23
9 19 16 70 29 163 6 5 75 12 19 0 37 20 25
8 17 16 71 14 148 8 4 90 32 17 NA 37 15 32
19 19 13 68 20 168 11 5 82 25 20 NA 38 8 25
12 7 15 32 12 175 15 4 75 14 23 0 40 23 26
21 23 13 80 13 162 8 2 88 9 11 0 40 19 27
11 19 15 64 27 164 19 5 70 21 15 0 39 21 29
13 21 13 72 24 161 12 3 60 27 9 0 38 19 23
11 17 14 78 11 158 7 4 79 17 26 0 41 17 25
16 19 14 35 29 156 15 5 70 33 26 0 38 21 28
21 19 14 75 13 158 19 2 75 20 22 NA 34 21 27
18 15 16 75 25 166 12 3 69 27 22 0 36 21 28
10 7 16 74 13 173 11 2 74 17 22 0 41 21 26
7 23 15 72 29 166 26 5 70 21 27 0 17 17 25
9 11 14 78 31 149 10 4 86 29 22 0 33 25 24
9 22 18 76 31 158 9 1 79 14 19 0 40 24 25
