"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
50 92 371 175 470 1640 25 9 196 61 40 141 34 959 NA
16 85 391 151 488 1636 12 23 229 70 38 165 44 915 NA
47 112 430 200 538 1645 12 8 173 50 37 154 31 956 2
7 76 363 165 466 1611 22 5 186 67 18 159 38 902 1
2 71 392 162 442 1701 26 6 239 40 34 154 31 896 1
11 50 363 118 458 1520 5 7 183 44 30 136 19 907 1
20 56 392 139 478 1672 31 10 235 83 40 152 9 964 NA
51 64 347 188 500 1604 25 12 169 105 25 139 34 938 NA
23 85 361 125 445 1619 7 12 203 39 7 124 37 924 NA
43 68 366 169 437 1588 22 14 219 28 28 141 34 991 NA
21 74 381 153 464 1717 21 8 205 25 36 84 31 910 NA
17 72 356 160 467 1658 15 9 174 58 31 168 27 929 1
5 73 382 185 466 1677 23 15 197 48 31 147 37 925 NA
34 67 353 141 423 1640 19 11 218 27 33 144 36 878 NA
8 66 345 148 452 1572 23 14 206 43 25 139 26 954 1
16 67 384 131 479 1612 20 16 180 19 28 153 38 862 NA
13 68 358 155 489 1640 17 6 236 59 31 123 26 1010 1
23 78 343 128 450 1664 17 15 192 71 39 145 30 868 NA
45 86 364 167 480 1584 57 14 250 60 30 115 36 982 2
34 75 411 163 446 1616 7 11 203 29 32 149 36 993 1
9 60 372 161 448 1530 30 4 205 50 34 144 28 922 1
33 69 409 155 496 1611 37 16 233 64 22 181 38 1005 1
19 69 398 152 488 1714 22 8 186 78 29 146 39 899 1
17 67 333 141 403 1630 13 8 235 98 35 137 36 924 NA
15 75 439 155 527 1681 37 11 230 32 28 153 30 913 NA
26 56 346 165 454 1657 7 4 196 48 28 142 41 1001 NA
15 64 401 158 508 1614 27 9 209 29 26 150 29 911 NA
17 83 398 165 440 1619 31 16 213 64 14 152 36 997 NA
15 61 398 132 488 1709 26 8 188 118 36 181 34 962 NA
31 70 402 172 518 1698 14 13 218 76 43 173 35 873 NA
12 60 390 167 453 1605 9 13 161 48 41 130 35 1019 NA
9 82 364 168 502 1677 15 14 238 33 29 164 29 922 NA
7 97 410 121 468 1638 21 13 214 55 31 144 28 922 NA
38 66 382 154 524 1578 38 13 188 91 33 166 39 927 NA
7 82 375 143 495 1557 16 6 210 47 35 150 38 931 1
11 82 392 144 517 1690 32 14 210 67 40 155 22 873 2
20 74 396 154 452 1608 30 19 255 64 31 133 36 967 1
16 60 470 153 508 1675 42 17 214 62 34 151 38 957 NA
22 93 363 172 468 1549 24 19 210 24 37 162 31 879 NA
25 71 358 158 436 1543 7 13 155 31 19 168 28 955 NA
2 60 385 174 472 1649 9 11 211 79 36 133 29 839 NA
4 56 361 132 438 1654 43 8 204 41 26 148 31 961 NA
15 79 374 158 466 1605 7 15 172 21 37 130 14 845 NA
17 85 364 147 451 1629 28 14 246 66 25 139 41 914 NA
5 69 354 123 470 1602 18 13 212 33 45 159 31 943 NA
9 73 410 128 496 1636 7 8 221 66 19 178 30 957 NA
12 80 429 168 478 1656 35 8 224 55 23 145 31 902 1
22 54 366 124 440 1703 19 12 184 54 27 128 44 992 NA
19 74 373 150 465 1650 22 9 232 21 23 145 33 979 NA
12 74 332 158 477 1671 12 20 222 29 27 144 32 918 NA
64 98 425 213 536 1654 43 15 221 24 28 161 31 952 1
11 63 343 150 471 1619 12 11 186 60 42 127 32 913 NA
39 73 401 165 441 1639 19 12 236 32 29 140 27 913 NA
9 81 368 152 465 1696 14 12 183 51 28 155 40 901 1
34 69 393 148 460 1743 6 15 166 81 33 142 37 928 NA
33 73 373 179 473 1627 40 7 236 32 26 143 11 902 NA
28 89 369 146 437 1636 19 12 209 49 37 131 19 899 NA
52 87 346 177 460 1683 23 15 230 88 25 148 34 964 NA
13 55 366 138 443 1575 14 19 180 36 21 154 21 948 NA
29 92 367 173 463 1607 12 13 197 67 30 142 26 949 NA
14 64 386 154 502 1672 22 13 176 22 31 88 35 977 NA
30 54 386 124 533 1558 11 9 218 42 25 62 16 928 NA
4 69 331 139 444 1650 15 7 215 85 25 145 36 924 NA
15 73 386 156 511 1628 19 10 235 47 46 76 38 964 1
22 69 375 147 488 1553 10 11 222 24 19 181 30 922 NA
18 69 347 171 477 1652 18 9 200 42 34 164 38 926 NA
10 64 393 172 454 1635 22 15 198 43 29 157 28 956 NA
18 72 401 160 531 1741 7 14 227 66 32 148 21 1018 NA
17 66 390 134 454 1573 16 14 185 81 32 160 29 918 1
14 66 371 169 505 1655 25 13 195 42 35 153 30 974 NA
35 81 382 157 502 1674 10 11 216 86 27 137 25 951 NA
15 72 333 164 440 1751 31 11 212 41 30 151 28 900 2
6 64 368 143 543 1610 25 15 234 82 40 133 18 940 NA
20 76 362 135 529 1659 9 14 181 45 45 162 34 947 NA
18 78 375 141 460 1676 17 8 189 67 34 143 21 863 NA
11 88 397 177 521 1694 38 16 231 87 32 139 34 971 NA
5 60 347 144 479 1630 19 8 251 51 20 144 25 917 NA
22 58 380 154 465 1682 23 16 217 85 31 145 30 937 NA
20 77 392 141 450 1605 23 7 224 135 33 138 35 985 NA
11 76 350 149 465 1629 14 11 192 37 32 136 22 986 NA
16 98 358 156 459 1675 18 13 224 63 36 148 33 935 NA
15 69 360 130 515 1601 17 10 215 49 42 173 36 878 NA
13 74 355 161 462 1594 8 13 191 60 43 152 34 881 NA
5 73 364 175 473 1687 26 16 234 65 42 156 34 928 1
9 63 360 152 485 1634 38 11 256 72 18 159 41 995 NA
37 77 365 143 499 1613 16 5 202 138 23 137 39 954 NA
35 59 374 184 454 1706 29 4 201 71 39 134 25 895 2
14 69 358 183 458 1740 18 14 229 48 28 173 23 962 2
32 44 343 161 423 1484 42 16 208 76 47 169 29 921 NA
28 89 341 140 194 1670 15 17 205 10 30 175 27 1002 NA
6 51 354 155 489 1624 8 14 167 20 30 144 28 919 2
22 54 327 143 460 1594 11 13 208 39 26 144 25 886 2
12 55 354 143 484 1733 8 20 235 77 49 182 45 958 2
35 65 365 177 494 1610 5 9 160 22 36 127 41 924 NA
12 46 354 168 464 1703 21 10 201 35 37 150 30 983 NA
5 58 394 179 446 1678 20 11 198 44 37 140 49 998 NA
35 95 371 173 493 1572 17 10 216 43 26 164 43 887 4
23 72 375 152 481 1692 14 1 192 31 38 151 23 888 NA
19 56 394 162 484 1608 19 9 221 59 40 127 39 975 2
19 63 365 136 475 1654 6 12 216 46 29 197 42 932 NA
