"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 19 0.03 NA 0.98 NA 11 3 11 3 100 1.73
"2" "kukd" 139 0 0 1 NA 98 15 99 15 100 1.42
"3" "kuku" 876 0 0 1 NA 592 50 596 51 100 1.48
"4" "pkd" 299 0.01 NA 0.99 NA 254 20 255 16 100 1.18
"5" "pku" 1102 0.02 NA 0.98 NA 959 72 952 70 100 1.15
"6" "pp" 4469 0 0 1 NA 3494 79 3488 81 100 1.28
"7" "tdkd" 12 0.78 NA 0.26 NA 15 4 15 4 100 0.8
"8" "tdku" 18 0.67 NA 0.39 NA 21 7 20 6 100 0.86
"9" "tdp" 325 0.96 NA 0.05 NA 347 16 345 18 100 0.94
"10" "tdtd" 10 0.97 NA 0.05 NA 17 4 17 4 100 0.59
"11" "tukd" 48 0.77 NA 0.28 NA 53 9 52 7 100 0.91
"12" "tuku" 1 0.37 NA 0.8 NA 1 1 0 0 100 1
"13" "tup" 297 0.73 NA 0.28 NA 314 32 312 30 100 0.95
"14" "tutd" 66 0.49 NA 0.51 NA 65 13 64 12 100 1.02
"15" "tutu" 2397 0 0 1 NA 1546 69 1544 63 100 1.55
