"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.04 NA 0.98 NA 25 4 24 6 50 1.32
"2" "kukd" 305 0 0 1 NA 202 19 206 19 50 1.51
"3" "kuku" 1719 0 0 1 NA 1140 63 1138 78 50 1.51
"4" "pkd" 538 0 0 1 NA 411 22 412 19 50 1.31
"5" "pku" 2067 0 0 1 NA 1507 125 1524 81 50 1.37
"6" "pp" 6202 0 0 1 NA 4734 97 4725 84 50 1.31
"7" "tdkd" 35 0.34 NA 0.74 NA 31 7 32 6 50 1.13
"8" "tdku" 52 0.1 NA 0.94 NA 37 10 36 10 50 1.41
"9" "tdp" 545 0.16 NA 0.86 NA 521 24 521 26 50 1.05
"10" "tdtd" 44 0.64 NA 0.4 NA 46 8 46 6 50 0.96
"11" "tukd" 102 0.62 NA 0.38 NA 101 17 106 10 50 1.01
"12" "tuku" 1 0.7 NA 0.66 NA 1 2 1 1 50 1
"13" "tup" 541 0.08 NA 0.92 NA 495 37 500 32 50 1.09
"14" "tutd" 114 0.68 NA 0.32 NA 123 17 126 20 50 0.93
"15" "tutu" 4146 0 0 1 NA 3074 129 3079 145 50 1.35
