"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.1 NA 0.94 NA 24 6 24 5 50 1.38
"2" "kukd" 305 0 0 1 NA 201 25 199 20 50 1.52
"3" "kuku" 1719 0 0 1 NA 1146 53 1145 43 50 1.5
"4" "pkd" 538 0 0 1 NA 405 18 404 17 50 1.33
"5" "pku" 2067 0 0 1 NA 1525 96 1523 103 50 1.36
"6" "pp" 6202 0 0 1 NA 4734 101 4733 88 50 1.31
"7" "tdkd" 35 0.38 NA 0.72 NA 32 7 33 6 50 1.09
"8" "tdku" 52 0.0600000000000001 NA 0.96 NA 34 9 34 10 50 1.53
"9" "tdp" 545 0.12 NA 0.88 NA 523 22 524 21 50 1.04
"10" "tdtd" 44 0.54 NA 0.52 NA 44 6 44 7 50 1
"11" "tukd" 102 0.56 NA 0.48 NA 101 16 104 13 50 1.01
"12" "tuku" 1 0.76 NA 0.68 NA 2 2 1 1 50 0.5
"13" "tup" 541 0.02 NA 0.98 NA 489 31 494 33 50 1.11
"14" "tutd" 114 0.72 NA 0.3 NA 120 17 120 13 50 0.95
"15" "tutu" 4146 0 0 1 NA 3054 93 3074 76 50 1.36
