"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 61 19 59 21 100 3.51
"2" "kukd" 432 0 0 1 NA 239 26 239 27 100 1.81
"3" "kuku" 2049 0 0 1 NA 1207 63 1208 59 100 1.7
"4" "pkd" 963 0 0 1 NA 506 37 508 30 100 1.9
"5" "pku" 2240 0 0 1 NA 1523 70 1518 68 100 1.47
"6" "pp" 17671 0 0 1 NA 5262 128 5258 139 100 3.36
"7" "tdkd" 87 0.01 NA 0.99 NA 61 15 61 13 100 1.43
"8" "tdku" 72 0 0 1 NA 39 10 39 11 100 1.85
"9" "tdp" 1179 0 0 1 NA 662 36 656 41 100 1.78
"10" "tdtd" 229 0.08 NA 0.92 NA 171 39 168 39 100 1.34
"11" "tukd" 107 0.38 NA 0.65 NA 103 16 102 13 100 1.04
"12" "tuku" 1 0.59 NA 0.72 NA 1 2 1 1 100 1
"13" "tup" 566 0 0 1 NA 470 43 473 36 100 1.2
"14" "tutd" 120 0.44 NA 0.61 NA 116 20 116 18 100 1.03
"15" "tutu" 4171 0 0 1 NA 3002 105 2992 94 100 1.39
