"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 14 9 13 10 100 9.64
"2" "kukd" 126 0 0 1 NA 38 10 38 9 100 3.32
"3" "kuku" 489 0 0 1 NA 162 15 161 13 100 3.02
"4" "pkd" 291 0 0 1 NA 82 13 81 10 100 3.55
"5" "pku" 530 0 0 1 NA 204 19 204 15 100 2.6
"6" "pp" 7762 0 0 1 NA 758 32 758 36 100 10.24
"7" "tdkd" 11 0.28 NA 0.76 NA 8 8 7 6 100 1.38
"8" "tdku" 13 0 0 1 NA 4 3 3 3 100 3.25
"9" "tdp" 450 0 0 1 NA 70 12 69 10 100 6.43
"10" "tdtd" 98 0 0 1 NA 10 9 7 7 100 9.8
"11" "tukd" 15 0.54 NA 0.55 NA 15 5 15 4 100 1
"12" "tuku" 0 1 NA 0.86 NA 0 0 0 0 100 NA
"13" "tup" 75 0.01 NA 0.99 NA 49 12 48 12 100 1.53
"14" "tutd" 13 0.27 NA 0.82 NA 10 4 10 4 100 1.3
"15" "tutu" 636 0 0 1 NA 300 20 298 20 100 2.12
