"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 41 18 38 17 100 4.54
"2" "kukd" 314 0 0 1 NA 153 24 151 21 100 2.05
"3" "kuku" 1399 0 0 1 NA 728 39 730 39 100 1.92
"4" "pkd" 734 0 0 1 NA 330 23 328 21 100 2.22
"5" "pku" 1514 0 0 1 NA 912 61 909 53 100 1.66
"6" "pp" 14281 0 0 1 NA 3163 77 3164 75 100 4.52
"7" "tdkd" 73 0.03 NA 0.97 NA 40 16 37 16 100 1.82
"8" "tdku" 46 0 0 1 NA 21 7 21 7 100 2.19
"9" "tdp" 861 0 0 1 NA 381 36 386 30 100 2.26
"10" "tdtd" 168 0.01 NA 0.99 NA 90 32 90 32 100 1.87
"11" "tukd" 63 0.55 NA 0.48 NA 64 10 64 10 100 0.98
"12" "tuku" 1 0.4 NA 0.86 NA 1 1 0 0 100 1
"13" "tup" 316 0 0 1 NA 258 32 262 24 100 1.22
"14" "tutd" 61 0.54 NA 0.5 NA 63 13 62 12 100 0.97
"15" "tutu" 2400 0 0 1 NA 1552 66 1546 58 100 1.55
