"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 52 18 48 15 100 3.87
"2" "kukd" 368 0 0 1 NA 189 24 190 19 100 1.95
"3" "kuku" 1717 0 0 1 NA 956 54 958 61 100 1.8
"4" "pkd" 845 0 0 1 NA 416 27 419 28 100 2.03
"5" "pku" 1853 0 0 1 NA 1194 72 1187 67 100 1.55
"6" "pp" 15943 0 0 1 NA 4124 92 4115 89 100 3.87
"7" "tdkd" 78 0.07 NA 0.96 NA 50 16 48 14 100 1.56
"8" "tdku" 57 0 0 1 NA 30 9 30 10 100 1.9
"9" "tdp" 1021 0 0 1 NA 527 32 525 33 100 1.94
"10" "tdtd" 200 0.04 NA 0.96 NA 132 43 128 39 100 1.52
"11" "tukd" 88 0.32 NA 0.7 NA 82 14 82 11 100 1.07
"12" "tuku" 1 0.63 NA 0.73 NA 1 1 1 1 100 1
"13" "tup" 430 0 0 1 NA 360 29 360 32 100 1.19
"14" "tutd" 91 0.44 NA 0.58 NA 89 16 89 16 100 1.02
"15" "tutu" 3201 0 0 1 NA 2180 84 2180 83 100 1.47
