"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 49 17 46 14 100 4.1
"2" "kukd" 368 0 0 1 NA 193 28 196 21 100 1.91
"3" "kuku" 1717 0 0 1 NA 958 60 959 73 100 1.79
"4" "pkd" 845 0 0 1 NA 411 35 414 27 100 2.06
"5" "pku" 1853 0 0 1 NA 1199 72 1200 81 100 1.55
"6" "pp" 15943 0 0 1 NA 4124 95 4124 85 100 3.87
"7" "tdkd" 78 0.05 NA 0.95 NA 52 17 52 16 100 1.5
"8" "tdku" 57 0 0 1 NA 29 8 30 10 100 1.97
"9" "tdp" 1021 0 0 1 NA 530 33 532 29 100 1.93
"10" "tdtd" 200 0.03 NA 0.97 NA 134 35 129 29 100 1.49
"11" "tukd" 88 0.3 NA 0.73 NA 83 11 80 10 100 1.06
"12" "tuku" 1 0.51 NA 0.74 NA 1 2 1 1 100 1
"13" "tup" 430 0 0 1 NA 355 31 355 36 100 1.21
"14" "tutd" 91 0.43 NA 0.62 NA 89 14 88 13 100 1.02
"15" "tutu" 3201 0 0 1 NA 2173 81 2173 79 100 1.47
