"group" "motif_type" "counts" "total_count"
"1" "others" 2 60
"1" "others" 3 18
"1" "others" 4 4
"1" "others" 5 2
"1" "others" 6 3
"1" "others" 7 4
"1" "others" 8 1
"1" "others" 9 1
"1" "others" 13 1
"1" "others" 15 1
"1" "others" 18 1
"1" "others" 52 1
"1" "protein_complexes" 2 441
"1" "protein_complexes" 3 82
"1" "protein_complexes" 4 17
"1" "protein_complexes" 5 10
"1" "protein_complexes" 6 4
"1" "protein_complexes" 7 5
"1" "protein_complexes" 8 1
"1" "protein_complexes" 9 1
"1" "protein_complexes" 10 1
"1" "regulatory_triplets" 2 161
"1" "regulatory_triplets" 3 31
"1" "regulatory_triplets" 4 5
"1" "regulatory_triplets" 5 2
"1" "regulatory_triplets" 6 1
"1" "regulatory_triplets" 7 1
"1" "regulatory_triplets" 8 1
"1" "regulatory_triplets" 9 1
"1" "signaling_triplets" 2 218
"1" "signaling_triplets" 3 44
"1" "signaling_triplets" 4 8
"1" "signaling_triplets" 5 3
"1" "signaling_triplets" 6 2
"1" "signaling_triplets" 8 1
"1" "signaling_triplets" 9 1
"1" "signaling_triplets" 10 1
"1" "signaling_triplets" 15 1
"2" "others" 2 56
"2" "others" 3 23
"2" "others" 4 9
"2" "others" 5 3
"2" "others" 6 1
"2" "others" 7 1
"2" "others" 8 2
"2" "others" 9 4
"2" "others" 10 1
"2" "others" 13 1
"2" "others" 15 1
"2" "others" 30 1
"2" "protein_complexes" 2 406
"2" "protein_complexes" 3 77
"2" "protein_complexes" 4 18
"2" "protein_complexes" 5 4
"2" "protein_complexes" 6 4
"2" "protein_complexes" 7 2
"2" "protein_complexes" 8 1
"2" "protein_complexes" 9 1
"2" "regulatory_triplets" 2 169
"2" "regulatory_triplets" 3 22
"2" "regulatory_triplets" 4 7
"2" "regulatory_triplets" 5 7
"2" "regulatory_triplets" 6 1
"2" "regulatory_triplets" 8 1
"2" "signaling_triplets" 2 235
"2" "signaling_triplets" 3 35
"2" "signaling_triplets" 4 10
"2" "signaling_triplets" 5 2
"2" "signaling_triplets" 6 2
"2" "signaling_triplets" 7 1
"2" "signaling_triplets" 8 2
"2" "signaling_triplets" 16 1
"3" "others" 2 59
"3" "others" 3 17
"3" "others" 4 6
"3" "others" 5 6
"3" "others" 6 5
"3" "others" 7 1
"3" "others" 8 3
"3" "others" 9 2
"3" "others" 10 1
"3" "others" 11 1
"3" "others" 12 2
"3" "others" 16 1
"3" "others" 20 1
"3" "others" 22 1
"3" "protein_complexes" 2 365
"3" "protein_complexes" 3 64
"3" "protein_complexes" 4 24
"3" "protein_complexes" 5 5
"3" "protein_complexes" 6 3
"3" "protein_complexes" 7 2
"3" "protein_complexes" 8 1
"3" "protein_complexes" 9 1
"3" "protein_complexes" 10 1
"3" "protein_complexes" 13 1
"3" "regulatory_triplets" 2 174
"3" "regulatory_triplets" 3 38
"3" "regulatory_triplets" 4 9
"3" "regulatory_triplets" 5 6
"3" "regulatory_triplets" 6 1
"3" "regulatory_triplets" 7 1
"3" "regulatory_triplets" 10 1
"3" "signaling_triplets" 2 198
